SysDate-ms	SysDate	SysTime-ms	SameValues	Q3	Rm	Q2	Rp	Q1	Am	U3	Ap	Pm	U2	U1	Pp	Q4	
03/02/2018 17:43:08 000	03/02/2018 17:43:08	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.04	94	92	
03/02/2018 17:43:09 001	03/02/2018 17:43:09	001	0	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	218.96	94	92	
03/02/2018 17:43:10 000	03/02/2018 17:43:10	000	1	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	218.96	94	92	
03/02/2018 17:43:11 001	03/02/2018 17:43:11	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.98000000000002	94	92	
03/02/2018 17:43:12 001	03/02/2018 17:43:12	001	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.98000000000002	94	92	
03/02/2018 17:43:13 000	03/02/2018 17:43:13	000	0	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.06	94	92	
03/02/2018 17:43:14 000	03/02/2018 17:43:14	000	1	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.06	94	92	
03/02/2018 17:43:15 001	03/02/2018 17:43:15	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.14000000000001	94	92	
03/02/2018 17:43:16 000	03/02/2018 17:43:16	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.14000000000001	94	92	
03/02/2018 17:43:17 001	03/02/2018 17:43:17	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.21	94	92	
03/02/2018 17:43:18 000	03/02/2018 17:43:18	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.21	94	92	
03/02/2018 17:43:19 001	03/02/2018 17:43:19	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.1	94	92	
03/02/2018 17:43:20 000	03/02/2018 17:43:20	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.1	94	92	
03/02/2018 17:43:21 001	03/02/2018 17:43:21	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.08	94	92	
03/02/2018 17:43:22 001	03/02/2018 17:43:22	001	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.08	94	92	
03/02/2018 17:43:23 001	03/02/2018 17:43:23	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.96	94	92	
03/02/2018 17:43:24 000	03/02/2018 17:43:24	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.96	94	92	
03/02/2018 17:43:25 000	03/02/2018 17:43:25	000	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.84	94	92	
03/02/2018 17:43:26 000	03/02/2018 17:43:26	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.84	94	92	
03/02/2018 17:43:27 001	03/02/2018 17:43:27	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.98000000000002	94	92	
03/02/2018 17:43:28 000	03/02/2018 17:43:28	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.98000000000002	94	92	
03/02/2018 17:43:29 000	03/02/2018 17:43:29	000	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.17000000000002	94	92	
03/02/2018 17:43:30 001	03/02/2018 17:43:30	001	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.17000000000002	94	92	
03/02/2018 17:43:31 000	03/02/2018 17:43:31	000	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.20000000000002	94	92	
03/02/2018 17:43:32 001	03/02/2018 17:43:32	001	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.20000000000002	94	92	
03/02/2018 17:43:33 001	03/02/2018 17:43:33	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.18	94	92	
03/02/2018 17:43:34 001	03/02/2018 17:43:34	001	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.18	94	92	
03/02/2018 17:43:35 001	03/02/2018 17:43:35	001	0	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.07	94	92	
03/02/2018 17:43:36 001	03/02/2018 17:43:36	001	1	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.07	94	92	
03/02/2018 17:43:37 000	03/02/2018 17:43:37	000	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.14000000000001	94	92	
03/02/2018 17:43:38 000	03/02/2018 17:43:38	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.14000000000001	94	92	
03/02/2018 17:43:39 001	03/02/2018 17:43:39	001	0	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.17000000000002	94	92	
03/02/2018 17:43:40 000	03/02/2018 17:43:40	000	1	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.17000000000002	94	92	
03/02/2018 17:43:41 001	03/02/2018 17:43:41	001	0	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.27	94	92	
03/02/2018 17:43:42 000	03/02/2018 17:43:42	000	1	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.27	94	92	
03/02/2018 17:43:43 001	03/02/2018 17:43:43	001	0	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.26	94	92	
03/02/2018 17:43:44 000	03/02/2018 17:43:44	000	1	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.26	94	92	
03/02/2018 17:43:45 001	03/02/2018 17:43:45	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.97	94	92	
03/02/2018 17:43:46 000	03/02/2018 17:43:46	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.97	94	92	
03/02/2018 17:43:47 000	03/02/2018 17:43:47	000	0	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.0	94	92	
03/02/2018 17:43:48 001	03/02/2018 17:43:48	001	1	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.0	94	92	
03/02/2018 17:43:49 000	03/02/2018 17:43:49	000	0	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.05	94	92	
03/02/2018 17:43:50 000	03/02/2018 17:43:50	000	1	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.05	94	92	
03/02/2018 17:43:51 001	03/02/2018 17:43:51	001	0	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.23000000000002	94	92	
03/02/2018 17:43:52 000	03/02/2018 17:43:52	000	1	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.23000000000002	94	92	
03/02/2018 17:43:53 001	03/02/2018 17:43:53	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.19	94	92	
03/02/2018 17:43:54 001	03/02/2018 17:43:54	001	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.19	94	92	
03/02/2018 17:43:55 000	03/02/2018 17:43:55	000	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.89000000000001	94	92	
03/02/2018 17:43:56 001	03/02/2018 17:43:56	001	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.89000000000001	94	92	
03/02/2018 17:43:57 001	03/02/2018 17:43:57	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.98000000000002	94	92	
03/02/2018 17:43:58 000	03/02/2018 17:43:58	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.98000000000002	94	92	
03/02/2018 17:43:59 001	03/02/2018 17:43:59	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.87	94	92	
03/02/2018 17:44:00 001	03/02/2018 17:44:00	001	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.87	94	92	
03/02/2018 17:44:01 001	03/02/2018 17:44:01	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.98000000000002	94	92	
03/02/2018 17:44:02 000	03/02/2018 17:44:02	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.98000000000002	94	92	
03/02/2018 17:44:03 000	03/02/2018 17:44:03	000	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.86	94	92	
03/02/2018 17:44:04 000	03/02/2018 17:44:04	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.86	94	92	
03/02/2018 17:44:05 001	03/02/2018 17:44:05	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.87	94	92	
03/02/2018 17:44:06 001	03/02/2018 17:44:06	001	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.87	94	92	
03/02/2018 17:44:07 001	03/02/2018 17:44:07	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.72	94	92	
03/02/2018 17:44:08 000	03/02/2018 17:44:08	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.72	94	92	
03/02/2018 17:44:09 000	03/02/2018 17:44:09	000	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.9	94	92	
03/02/2018 17:44:10 001	03/02/2018 17:44:10	001	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.9	94	92	
03/02/2018 17:44:11 000	03/02/2018 17:44:11	000	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.08	94	92	
03/02/2018 17:44:12 000	03/02/2018 17:44:12	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.08	94	92	
03/02/2018 17:44:13 000	03/02/2018 17:44:13	000	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.15	94	92	
03/02/2018 17:44:14 000	03/02/2018 17:44:14	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.15	94	92	
03/02/2018 17:44:15 000	03/02/2018 17:44:15	000	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.96	94	92	
03/02/2018 17:44:16 001	03/02/2018 17:44:16	001	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.96	94	92	
03/02/2018 17:44:17 001	03/02/2018 17:44:17	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.84	94	92	
03/02/2018 17:44:18 000	03/02/2018 17:44:18	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.84	94	92	
03/02/2018 17:44:19 000	03/02/2018 17:44:19	000	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.9	94	92	
03/02/2018 17:44:20 001	03/02/2018 17:44:20	001	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.9	94	92	
03/02/2018 17:44:21 001	03/02/2018 17:44:21	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.04	94	92	
03/02/2018 17:44:22 001	03/02/2018 17:44:22	001	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.04	94	92	
03/02/2018 17:44:23 000	03/02/2018 17:44:23	000	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.07	94	92	
03/02/2018 17:44:24 000	03/02/2018 17:44:24	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.07	94	92	
03/02/2018 17:44:25 001	03/02/2018 17:44:25	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.98000000000002	94	92	
03/02/2018 17:44:26 000	03/02/2018 17:44:26	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.98000000000002	94	92	
03/02/2018 17:44:27 001	03/02/2018 17:44:27	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.81	94	92	
03/02/2018 17:44:28 000	03/02/2018 17:44:28	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.81	94	92	
03/02/2018 17:44:29 000	03/02/2018 17:44:29	000	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.87	94	92	
03/02/2018 17:44:30 001	03/02/2018 17:44:30	001	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.87	94	92	
03/02/2018 17:44:31 000	03/02/2018 17:44:31	000	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.86	94	92	
03/02/2018 17:44:32 001	03/02/2018 17:44:32	001	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.86	94	92	
03/02/2018 17:44:33 000	03/02/2018 17:44:33	000	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.04	94	92	
03/02/2018 17:44:34 000	03/02/2018 17:44:34	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.04	94	92	
03/02/2018 17:44:35 000	03/02/2018 17:44:35	000	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.01	94	92	
03/02/2018 17:44:36 000	03/02/2018 17:44:36	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.01	94	92	
03/02/2018 17:44:37 001	03/02/2018 17:44:37	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.0	94	92	
03/02/2018 17:44:38 001	03/02/2018 17:44:38	001	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.0	94	92	
03/02/2018 17:44:39 001	03/02/2018 17:44:39	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.97	94	92	
03/02/2018 17:44:40 000	03/02/2018 17:44:40	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.97	94	92	
03/02/2018 17:44:41 001	03/02/2018 17:44:41	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.82	94	92	
03/02/2018 17:44:42 001	03/02/2018 17:44:42	001	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.82	94	92	
03/02/2018 17:44:43 000	03/02/2018 17:44:43	000	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.84	94	92	
03/02/2018 17:44:44 001	03/02/2018 17:44:44	001	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.84	94	92	
03/02/2018 17:44:45 000	03/02/2018 17:44:45	000	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.97	94	92	
03/02/2018 17:44:46 001	03/02/2018 17:44:46	001	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.97	94	92	
03/02/2018 17:44:47 000	03/02/2018 17:44:47	000	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.98000000000002	94	92	
03/02/2018 17:44:48 001	03/02/2018 17:44:48	001	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.98000000000002	94	92	
03/02/2018 17:44:49 000	03/02/2018 17:44:49	000	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.03	94	92	
03/02/2018 17:44:50 001	03/02/2018 17:44:50	001	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.03	94	92	
03/02/2018 17:44:51 001	03/02/2018 17:44:51	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.94	94	92	
03/02/2018 17:44:52 000	03/02/2018 17:44:52	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.94	94	92	
03/02/2018 17:44:53 000	03/02/2018 17:44:53	000	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.98000000000002	94	92	
03/02/2018 17:44:54 001	03/02/2018 17:44:54	001	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.98000000000002	94	92	
03/02/2018 17:44:55 000	03/02/2018 17:44:55	000	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.08	94	92	
03/02/2018 17:44:56 001	03/02/2018 17:44:56	001	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.08	94	92	
03/02/2018 17:44:57 001	03/02/2018 17:44:57	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.21	94	92	
03/02/2018 17:44:58 000	03/02/2018 17:44:58	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.21	94	92	
03/02/2018 17:44:59 001	03/02/2018 17:44:59	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.23000000000002	94	92	
03/02/2018 17:45:00 000	03/02/2018 17:45:00	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.23000000000002	94	92	
03/02/2018 17:45:01 000	03/02/2018 17:45:01	000	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.14000000000001	94	92	
03/02/2018 17:45:02 001	03/02/2018 17:45:02	001	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.14000000000001	94	92	
03/02/2018 17:45:03 000	03/02/2018 17:45:03	000	0	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.07	94	92	
03/02/2018 17:45:04 001	03/02/2018 17:45:04	001	1	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.07	94	92	
03/02/2018 17:45:05 001	03/02/2018 17:45:05	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.93	94	92	
03/02/2018 17:45:06 000	03/02/2018 17:45:06	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.93	94	92	
03/02/2018 17:45:07 001	03/02/2018 17:45:07	001	0	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	218.87	94	92	
03/02/2018 17:45:08 001	03/02/2018 17:45:08	001	1	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	218.87	94	92	
03/02/2018 17:45:09 000	03/02/2018 17:45:09	000	0	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.08	94	92	
03/02/2018 17:45:10 001	03/02/2018 17:45:10	001	1	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.08	94	92	
03/02/2018 17:45:11 001	03/02/2018 17:45:11	001	0	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.09	94	92	
03/02/2018 17:45:12 001	03/02/2018 17:45:12	001	1	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.09	94	92	
03/02/2018 17:45:13 001	03/02/2018 17:45:13	001	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.97	94	92	
03/02/2018 17:45:14 000	03/02/2018 17:45:14	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.97	94	92	
03/02/2018 17:45:15 001	03/02/2018 17:45:15	001	0	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.04	94	92	
03/02/2018 17:45:16 000	03/02/2018 17:45:16	000	1	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.04	94	92	
03/02/2018 17:45:17 000	03/02/2018 17:45:17	000	0	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.14000000000001	94	92	
03/02/2018 17:45:18 000	03/02/2018 17:45:18	000	1	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.14000000000001	94	92	
03/02/2018 17:45:19 000	03/02/2018 17:45:19	000	0	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.03	94	92	
03/02/2018 17:45:20 001	03/02/2018 17:45:20	001	1	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	219.03	94	92	
03/02/2018 17:45:21 000	03/02/2018 17:45:21	000	0	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	218.87	94	92	
03/02/2018 17:45:22 001	03/02/2018 17:45:22	001	1	4	4283100.2	13	73543.3	47	14.3	1.04	2.1723943200000003E7	75	1.21	218.87	94	92	
03/02/2018 17:45:23 000	03/02/2018 17:45:23	000	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.82	94	92	
03/02/2018 17:45:24 001	03/02/2018 17:45:24	001	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.82	94	92	
03/02/2018 17:45:25 000	03/02/2018 17:45:25	000	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.83	94	92	
03/02/2018 17:45:26 001	03/02/2018 17:45:26	001	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.83	94	92	
03/02/2018 17:45:27 000	03/02/2018 17:45:27	000	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.0	94	92	
03/02/2018 16:48:02 003	03/02/2018 16:48:02	003	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.92000000000002	94	92	
03/02/2018 16:48:03 006	03/02/2018 16:48:03	006	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.92000000000002	94	92	
03/02/2018 16:48:04 003	03/02/2018 16:48:04	003	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.70000000000002	94	92	
03/02/2018 16:48:05 008	03/02/2018 16:48:05	008	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.70000000000002	94	92	
03/02/2018 16:48:06 004	03/02/2018 16:48:06	004	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.85	94	92	
03/02/2018 16:48:07 000	03/02/2018 16:48:07	000	1	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	218.85	94	92	
03/02/2018 16:48:08 005	03/02/2018 16:48:08	005	0	4	4283100.2	13	73543.3	47	14.3	1.03	2.1723943200000003E7	75	1.21	219.12	94	92	
