SysDate-ms	SysDate	SysTime-ms	SameValues	Q3	Rm	Q2	Rp	Q1	Am	U3	Ap	Pm	U2	U1	Pp	Q4	
02/15/2018 18:50:27 001	02/15/2018 18:50:27	001	0	4	4283100.2	13	73543.3	47	14.3	233.29	2.1723943200000003E7	75	233.88	230.19	94	92	
02/15/2018 18:50:28 000	02/15/2018 18:50:28	000	1	4	4283100.2	13	73543.3	47	14.3	233.29	2.1723943200000003E7	75	233.88	230.19	94	92	
02/15/2018 18:50:29 001	02/15/2018 18:50:29	001	0	4	4283100.2	13	73543.3	47	14.3	233.66	2.1723943200000003E7	75	233.27	230.23000000000002	94	92	
02/15/2018 18:50:30 000	02/15/2018 18:50:30	000	1	4	4283100.2	13	73543.3	47	14.3	233.66	2.1723943200000003E7	75	233.27	230.23000000000002	94	92	
02/15/2018 18:50:31 001	02/15/2018 18:50:31	001	0	4	4283100.2	13	73543.3	47	14.3	233.79	2.1723943200000003E7	75	233.16	230.25	94	92	
02/15/2018 18:50:32 001	02/15/2018 18:50:32	001	1	4	4283100.2	13	73543.3	47	14.3	233.79	2.1723943200000003E7	75	233.16	230.25	94	92	
02/15/2018 18:50:33 000	02/15/2018 18:50:33	000	0	4	4283100.2	13	73543.3	47	14.3	233.53	2.1723943200000003E7	75	233.33	230.39000000000001	94	92	
02/15/2018 18:50:34 000	02/15/2018 18:50:34	000	1	4	4283100.2	13	73543.3	47	14.3	233.53	2.1723943200000003E7	75	233.33	230.39000000000001	94	92	
02/15/2018 18:50:35 000	02/15/2018 18:50:35	000	0	4	4283100.2	13	73543.3	47	14.3	233.19	2.1723943200000003E7	75	233.58	230.13	94	92	
02/15/2018 18:50:36 001	02/15/2018 18:50:36	001	1	4	4283100.2	13	73543.3	47	14.3	233.19	2.1723943200000003E7	75	233.58	230.13	94	92	
02/15/2018 18:50:37 000	02/15/2018 18:50:37	000	0	4	4283100.2	13	73543.3	47	14.3	233.22	2.1723943200000003E7	75	233.85	230.23000000000002	94	92	
02/15/2018 18:50:38 001	02/15/2018 18:50:38	001	1	4	4283100.2	13	73543.3	47	14.3	233.22	2.1723943200000003E7	75	233.85	230.23000000000002	94	92	
02/15/2018 18:50:39 001	02/15/2018 18:50:39	001	0	4	4283100.2	13	73543.3	47	14.3	233.18	2.1723943200000003E7	75	233.78	230.0	94	92	
02/15/2018 18:50:40 001	02/15/2018 18:50:40	001	1	4	4283100.2	13	73543.3	47	14.3	233.18	2.1723943200000003E7	75	233.78	230.0	94	92	
02/15/2018 18:50:41 000	02/15/2018 18:50:41	000	0	4	4283100.2	13	73543.3	47	14.3	233.48000000000002	2.1723943200000003E7	75	233.83	230.14000000000001	94	92	
02/15/2018 18:50:42 001	02/15/2018 18:50:42	001	1	4	4283100.2	13	73543.3	47	14.3	233.48000000000002	2.1723943200000003E7	75	233.83	230.14000000000001	94	92	
02/15/2018 18:50:43 000	02/15/2018 18:50:43	000	0	4	4283100.2	13	73543.3	47	14.3	233.38	2.1723943200000003E7	75	233.12	229.97	94	92	
02/15/2018 18:50:44 001	02/15/2018 18:50:44	001	1	4	4283100.2	13	73543.3	47	14.3	233.38	2.1723943200000003E7	75	233.12	229.97	94	92	
02/15/2018 18:50:45 001	02/15/2018 18:50:45	001	0	4	4283100.2	13	73543.3	47	14.3	233.6	2.1723943200000003E7	75	233.47	230.38	94	92	
02/15/2018 18:50:46 000	02/15/2018 18:50:46	000	1	4	4283100.2	13	73543.3	47	14.3	233.6	2.1723943200000003E7	75	233.47	230.38	94	92	
02/15/2018 18:50:47 000	02/15/2018 18:50:47	000	0	4	4283100.2	13	73543.3	47	14.3	232.85	2.1723943200000003E7	75	233.31	229.82	94	92	
02/15/2018 18:50:48 001	02/15/2018 18:50:48	001	1	4	4283100.2	13	73543.3	47	14.3	232.85	2.1723943200000003E7	75	233.31	229.82	94	92	
02/15/2018 18:50:49 000	02/15/2018 18:50:49	000	0	4	4283100.2	13	73543.3	47	14.3	233.14000000000001	2.1723943200000003E7	75	233.70000000000002	230.15	94	92	
02/15/2018 18:50:50 000	02/15/2018 18:50:50	000	1	4	4283100.2	13	73543.3	47	14.3	233.14000000000001	2.1723943200000003E7	75	233.70000000000002	230.15	94	92	
02/15/2018 18:50:51 000	02/15/2018 18:50:51	000	0	4	4283100.2	13	73543.3	47	14.3	232.73000000000002	2.1723943200000003E7	75	233.3	229.71	94	92	
02/15/2018 18:50:52 001	02/15/2018 18:50:52	001	1	4	4283100.2	13	73543.3	47	14.3	232.73000000000002	2.1723943200000003E7	75	233.3	229.71	94	92	
02/15/2018 18:50:53 000	02/15/2018 18:50:53	000	0	4	4283100.2	13	73543.3	47	14.3	232.85	2.1723943200000003E7	75	233.45000000000002	229.71	94	92	
02/15/2018 18:50:54 000	02/15/2018 18:50:54	000	1	4	4283100.2	13	73543.3	47	14.3	232.85	2.1723943200000003E7	75	233.45000000000002	229.71	94	92	
02/15/2018 18:50:55 001	02/15/2018 18:50:55	001	0	4	4283100.2	13	73543.3	47	14.3	232.92000000000002	2.1723943200000003E7	75	232.37	229.47	94	92	
02/15/2018 18:50:56 001	02/15/2018 18:50:56	001	1	4	4283100.2	13	73543.3	47	14.3	232.92000000000002	2.1723943200000003E7	75	232.37	229.47	94	92	
02/15/2018 18:50:57 000	02/15/2018 18:50:57	000	0	4	4283100.2	13	73543.3	47	14.3	232.72	2.1723943200000003E7	75	233.46	229.1	94	92	
02/15/2018 18:50:58 001	02/15/2018 18:50:58	001	1	4	4283100.2	13	73543.3	47	14.3	232.72	2.1723943200000003E7	75	233.46	229.1	94	92	
02/15/2018 18:50:59 001	02/15/2018 18:50:59	001	0	4	4283100.2	13	73543.3	47	14.3	232.33	2.1723943200000003E7	75	233.07	228.78	94	92	
02/15/2018 18:51:00 000	02/15/2018 18:51:00	000	1	4	4283100.2	13	73543.3	47	14.3	232.33	2.1723943200000003E7	75	233.07	228.78	94	92	
02/15/2018 18:51:01 000	02/15/2018 18:51:01	000	0	4	4283100.2	13	73543.3	47	14.3	232.58	2.1723943200000003E7	75	232.96	229.38	94	92	
02/15/2018 18:51:02 000	02/15/2018 18:51:02	000	1	4	4283100.2	13	73543.3	47	14.3	232.58	2.1723943200000003E7	75	232.96	229.38	94	92	
02/15/2018 18:51:03 001	02/15/2018 18:51:03	001	0	4	4283100.2	13	73543.3	47	14.3	232.44	2.1723943200000003E7	75	232.8	229.25	94	92	
02/15/2018 18:51:04 000	02/15/2018 18:51:04	000	1	4	4283100.2	13	73543.3	47	14.3	232.44	2.1723943200000003E7	75	232.8	229.25	94	92	
02/15/2018 18:51:05 001	02/15/2018 18:51:05	001	0	4	4283100.2	13	73543.3	47	14.3	232.48000000000002	2.1723943200000003E7	75	232.93	229.35	94	92	
02/15/2018 18:51:06 000	02/15/2018 18:51:06	000	1	4	4283100.2	13	73543.3	47	14.3	232.48000000000002	2.1723943200000003E7	75	232.93	229.35	94	92	
02/15/2018 18:51:07 001	02/15/2018 18:51:07	001	0	4	4283100.2	13	73543.3	47	14.3	232.34	2.1723943200000003E7	75	232.96	229.31	94	92	
02/15/2018 18:51:08 000	02/15/2018 18:51:08	000	1	4	4283100.2	13	73543.3	47	14.3	232.34	2.1723943200000003E7	75	232.96	229.31	94	92	
02/15/2018 18:51:09 000	02/15/2018 18:51:09	000	0	4	4283100.2	13	73543.3	47	14.3	232.45000000000002	2.1723943200000003E7	75	233.09	229.38	94	92	
02/15/2018 18:51:10 000	02/15/2018 18:51:10	000	1	4	4283100.2	13	73543.3	47	14.3	232.45000000000002	2.1723943200000003E7	75	233.09	229.38	94	92	
02/15/2018 18:51:11 000	02/15/2018 18:51:11	000	0	4	4283100.2	13	73543.3	47	14.3	232.59	2.1723943200000003E7	75	233.1	229.32	94	92	
02/15/2018 18:51:12 000	02/15/2018 18:51:12	000	1	4	4283100.2	13	73543.3	47	14.3	232.59	2.1723943200000003E7	75	233.1	229.32	94	92	
02/15/2018 18:51:13 000	02/15/2018 18:51:13	000	0	4	4283100.2	13	73543.3	47	14.3	232.57	2.1723943200000003E7	75	232.9	229.08	94	92	
02/15/2018 18:51:14 001	02/15/2018 18:51:14	001	1	4	4283100.2	13	73543.3	47	14.3	232.57	2.1723943200000003E7	75	232.9	229.08	94	92	
02/15/2018 18:51:15 000	02/15/2018 18:51:15	000	0	4	4283100.2	13	73543.3	47	14.3	232.47	2.1723943200000003E7	75	232.8	229.21	94	92	
02/15/2018 18:51:16 000	02/15/2018 18:51:16	000	1	4	4283100.2	13	73543.3	47	14.3	232.47	2.1723943200000003E7	75	232.8	229.21	94	92	
02/15/2018 18:51:17 001	02/15/2018 18:51:17	001	0	4	4283100.2	13	73543.3	47	14.3	232.33	2.1723943200000003E7	75	232.86	229.34	94	92	
02/15/2018 18:51:18 001	02/15/2018 18:51:18	001	1	4	4283100.2	13	73543.3	47	14.3	232.33	2.1723943200000003E7	75	232.86	229.34	94	92	
02/15/2018 18:51:19 000	02/15/2018 18:51:19	000	0	4	4283100.2	13	73543.3	47	14.3	232.20000000000002	2.1723943200000003E7	75	232.86	229.19	94	92	
02/15/2018 18:51:20 001	02/15/2018 18:51:20	001	1	4	4283100.2	13	73543.3	47	14.3	232.20000000000002	2.1723943200000003E7	75	232.86	229.19	94	92	
02/15/2018 18:51:21 001	02/15/2018 18:51:21	001	0	4	4283100.2	13	73543.3	47	14.3	232.15	2.1723943200000003E7	75	232.83	228.94	94	92	
02/15/2018 18:51:22 000	02/15/2018 18:51:22	000	1	4	4283100.2	13	73543.3	47	14.3	232.15	2.1723943200000003E7	75	232.83	228.94	94	92	
02/15/2018 18:51:23 001	02/15/2018 18:51:23	001	0	4	4283100.2	13	73543.3	47	14.3	232.41	2.1723943200000003E7	75	232.91	229.0	94	92	
02/15/2018 18:51:24 001	02/15/2018 18:51:24	001	1	4	4283100.2	13	73543.3	47	14.3	232.41	2.1723943200000003E7	75	232.91	229.0	94	92	
02/15/2018 18:51:25 000	02/15/2018 18:51:25	000	0	4	4283100.2	13	73543.3	47	14.3	232.34	2.1723943200000003E7	75	232.56	229.11	94	92	
02/15/2018 18:51:26 001	02/15/2018 18:51:26	001	1	4	4283100.2	13	73543.3	47	14.3	232.34	2.1723943200000003E7	75	232.56	229.11	94	92	
02/15/2018 18:51:27 000	02/15/2018 18:51:27	000	0	4	4283100.2	13	73543.3	47	14.3	232.29	2.1723943200000003E7	75	232.73000000000002	229.28	94	92	
02/15/2018 18:51:28 001	02/15/2018 18:51:28	001	1	4	4283100.2	13	73543.3	47	14.3	232.29	2.1723943200000003E7	75	232.73000000000002	229.28	94	92	
02/15/2018 18:51:29 001	02/15/2018 18:51:29	001	0	4	4283100.2	13	73543.3	47	14.3	231.96	2.1723943200000003E7	75	232.69	229.03	94	92	
02/15/2018 18:51:30 001	02/15/2018 18:51:30	001	1	4	4283100.2	13	73543.3	47	14.3	231.96	2.1723943200000003E7	75	232.69	229.03	94	92	
02/15/2018 18:51:31 000	02/15/2018 18:51:31	000	0	4	4283100.2	13	73543.3	47	14.3	232.45000000000002	2.1723943200000003E7	75	233.08	229.23000000000002	94	92	
02/15/2018 18:51:32 001	02/15/2018 18:51:32	001	1	4	4283100.2	13	73543.3	47	14.3	232.45000000000002	2.1723943200000003E7	75	233.08	229.23000000000002	94	92	
02/15/2018 18:51:33 000	02/15/2018 18:51:33	000	0	4	4283100.2	13	73543.3	47	14.3	232.18	2.1723943200000003E7	75	232.64000000000001	229.02	94	92	
02/15/2018 18:51:34 000	02/15/2018 18:51:34	000	1	4	4283100.2	13	73543.3	47	14.3	232.18	2.1723943200000003E7	75	232.64000000000001	229.02	94	92	
02/15/2018 18:51:35 001	02/15/2018 18:51:35	001	0	4	4283100.2	13	73543.3	47	14.3	232.31	2.1723943200000003E7	75	232.65	229.36	94	92	
02/15/2018 18:51:36 000	02/15/2018 18:51:36	000	1	4	4283100.2	13	73543.3	47	14.3	232.31	2.1723943200000003E7	75	232.65	229.36	94	92	
02/15/2018 18:51:37 000	02/15/2018 18:51:37	000	0	4	4283100.2	13	73543.3	47	14.3	231.98000000000002	2.1723943200000003E7	75	232.61	229.03	94	92	
02/15/2018 18:51:38 001	02/15/2018 18:51:38	001	1	4	4283100.2	13	73543.3	47	14.3	231.98000000000002	2.1723943200000003E7	75	232.61	229.03	94	92	
02/15/2018 18:51:39 001	02/15/2018 18:51:39	001	0	4	4283100.2	13	73543.3	47	14.3	232.32	2.1723943200000003E7	75	233.16	229.20000000000002	94	92	
02/15/2018 18:51:40 000	02/15/2018 18:51:40	000	1	4	4283100.2	13	73543.3	47	14.3	232.32	2.1723943200000003E7	75	233.16	229.20000000000002	94	92	
02/15/2018 18:51:41 001	02/15/2018 18:51:41	001	0	4	4283100.2	13	73543.3	47	14.3	232.01	2.1723943200000003E7	75	232.68	228.70000000000002	94	92	
02/15/2018 18:51:42 001	02/15/2018 18:51:42	001	1	4	4283100.2	13	73543.3	47	14.3	232.01	2.1723943200000003E7	75	232.68	228.70000000000002	94	92	
02/15/2018 18:51:43 001	02/15/2018 18:51:43	001	0	4	4283100.2	13	73543.3	47	14.3	232.59	2.1723943200000003E7	75	232.94	229.12	94	92	
02/15/2018 18:51:44 000	02/15/2018 18:51:44	000	1	4	4283100.2	13	73543.3	47	14.3	232.59	2.1723943200000003E7	75	232.94	229.12	94	92	
02/15/2018 18:51:45 000	02/15/2018 18:51:45	000	0	4	4283100.2	13	73543.3	47	14.3	232.21	2.1723943200000003E7	75	232.64000000000001	228.98000000000002	94	92	
02/15/2018 18:51:46 001	02/15/2018 18:51:46	001	1	4	4283100.2	13	73543.3	47	14.3	232.21	2.1723943200000003E7	75	232.64000000000001	228.98000000000002	94	92	
02/15/2018 18:51:47 000	02/15/2018 18:51:47	000	0	4	4283100.2	13	73543.3	47	14.3	232.34	2.1723943200000003E7	75	232.91	229.46	94	92	
02/15/2018 18:51:48 001	02/15/2018 18:51:48	001	1	4	4283100.2	13	73543.3	47	14.3	232.34	2.1723943200000003E7	75	232.91	229.46	94	92	
02/15/2018 18:51:49 001	02/15/2018 18:51:49	001	0	4	4283100.2	13	73543.3	47	14.3	232.3	2.1723943200000003E7	75	233.03	229.28	94	92	
02/15/2018 18:51:50 001	02/15/2018 18:51:50	001	1	4	4283100.2	13	73543.3	47	14.3	232.3	2.1723943200000003E7	75	233.03	229.28	94	92	
02/15/2018 18:51:51 000	02/15/2018 18:51:51	000	0	4	4283100.2	13	73543.3	47	14.3	232.3	2.1723943200000003E7	75	232.87	229.09	94	92	
02/15/2018 18:51:52 001	02/15/2018 18:51:52	001	1	4	4283100.2	13	73543.3	47	14.3	232.3	2.1723943200000003E7	75	232.87	229.09	94	92	
02/15/2018 18:51:53 000	02/15/2018 18:51:53	000	0	4	4283100.2	13	73543.3	47	14.3	232.45000000000002	2.1723943200000003E7	75	232.78	229.13	94	92	
02/15/2018 18:51:54 000	02/15/2018 18:51:54	000	1	4	4283100.2	13	73543.3	47	14.3	232.45000000000002	2.1723943200000003E7	75	232.78	229.13	94	92	
02/15/2018 18:51:55 001	02/15/2018 18:51:55	001	0	4	4283100.2	13	73543.3	47	14.3	232.24	2.1723943200000003E7	75	232.59	229.08	94	92	
02/15/2018 18:51:56 000	02/15/2018 18:51:56	000	1	4	4283100.2	13	73543.3	47	14.3	232.24	2.1723943200000003E7	75	232.59	229.08	94	92	
02/15/2018 18:51:57 001	02/15/2018 18:51:57	001	0	4	4283100.2	13	73543.3	47	14.3	232.19	2.1723943200000003E7	75	232.64000000000001	229.15	94	92	
02/15/2018 18:51:58 000	02/15/2018 18:51:58	000	1	4	4283100.2	13	73543.3	47	14.3	232.19	2.1723943200000003E7	75	232.64000000000001	229.15	94	92	
02/15/2018 18:51:59 001	02/15/2018 18:51:59	001	0	4	4283100.2	13	73543.3	47	14.3	231.98000000000002	2.1723943200000003E7	75	232.63	229.05	94	92	
02/15/2018 18:52:00 000	02/15/2018 18:52:00	000	1	4	4283100.2	13	73543.3	47	14.3	231.98000000000002	2.1723943200000003E7	75	232.63	229.05	94	92	
02/15/2018 18:52:01 001	02/15/2018 18:52:01	001	0	4	4283100.2	13	73543.3	47	14.3	232.36	2.1723943200000003E7	75	232.58	229.15	94	92	
02/15/2018 18:52:02 000	02/15/2018 18:52:02	000	1	4	4283100.2	13	73543.3	47	14.3	232.36	2.1723943200000003E7	75	232.58	229.15	94	92	
02/15/2018 18:52:03 001	02/15/2018 18:52:03	001	0	4	4283100.2	13	73543.3	47	14.3	232.42000000000002	2.1723943200000003E7	75	232.64000000000001	228.67000000000002	94	92	
02/15/2018 18:52:04 000	02/15/2018 18:52:04	000	1	4	4283100.2	13	73543.3	47	14.3	232.42000000000002	2.1723943200000003E7	75	232.64000000000001	228.67000000000002	94	92	
02/15/2018 18:52:05 000	02/15/2018 18:52:05	000	0	4	4283100.2	13	73543.3	47	14.3	232.68	2.1723943200000003E7	75	232.62	229.14000000000001	94	92	
02/15/2018 18:52:06 000	02/15/2018 18:52:06	000	1	4	4283100.2	13	73543.3	47	14.3	232.68	2.1723943200000003E7	75	232.62	229.14000000000001	94	92	
02/15/2018 18:52:07 001	02/15/2018 18:52:07	001	0	4	4283100.2	13	73543.3	47	14.3	232.32	2.1723943200000003E7	75	232.15	229.21	94	92	
02/15/2018 18:52:08 001	02/15/2018 18:52:08	001	1	4	4283100.2	13	73543.3	47	14.3	232.32	2.1723943200000003E7	75	232.15	229.21	94	92	
02/15/2018 18:52:09 001	02/15/2018 18:52:09	001	0	4	4283100.2	13	73543.3	47	14.3	232.38	2.1723943200000003E7	75	232.44	229.37	94	92	
02/15/2018 18:52:10 000	02/15/2018 18:52:10	000	1	4	4283100.2	13	73543.3	47	14.3	232.38	2.1723943200000003E7	75	232.44	229.37	94	92	
02/15/2018 18:52:11 000	02/15/2018 18:52:11	000	0	4	4283100.2	13	73543.3	47	14.3	232.23000000000002	2.1723943200000003E7	75	232.33	229.1	94	92	
02/15/2018 18:52:12 001	02/15/2018 18:52:12	001	1	4	4283100.2	13	73543.3	47	14.3	232.23000000000002	2.1723943200000003E7	75	232.33	229.1	94	92	
02/15/2018 18:52:13 000	02/15/2018 18:52:13	000	0	4	4283100.2	13	73543.3	47	14.3	232.65	2.1723943200000003E7	75	232.55	229.34	94	92	
02/15/2018 18:52:14 001	02/15/2018 18:52:14	001	1	4	4283100.2	13	73543.3	47	14.3	232.65	2.1723943200000003E7	75	232.55	229.34	94	92	
02/15/2018 18:52:15 000	02/15/2018 18:52:15	000	0	4	4283100.2	13	73543.3	47	14.3	232.47	2.1723943200000003E7	75	232.20000000000002	229.07	94	92	
02/15/2018 18:52:16 001	02/15/2018 18:52:16	001	1	4	4283100.2	13	73543.3	47	14.3	232.47	2.1723943200000003E7	75	232.20000000000002	229.07	94	92	
02/15/2018 18:52:17 001	02/15/2018 18:52:17	001	0	4	4283100.2	13	73543.3	47	14.3	232.74	2.1723943200000003E7	75	232.35	229.41	94	92	
02/15/2018 18:52:18 001	02/15/2018 18:52:18	001	1	4	4283100.2	13	73543.3	47	14.3	232.74	2.1723943200000003E7	75	232.35	229.41	94	92	
02/15/2018 18:52:19 000	02/15/2018 18:52:19	000	0	4	4283100.2	13	73543.3	47	14.3	232.45000000000002	2.1723943200000003E7	75	232.09	229.23000000000002	94	92	
02/15/2018 18:52:20 001	02/15/2018 18:52:20	001	1	4	4283100.2	13	73543.3	47	14.3	232.45000000000002	2.1723943200000003E7	75	232.09	229.23000000000002	94	92	
02/15/2018 18:52:21 000	02/15/2018 18:52:21	000	0	4	4283100.2	13	73543.3	47	14.3	233.02	2.1723943200000003E7	75	232.39000000000001	229.06	94	92	
02/15/2018 18:52:22 000	02/15/2018 18:52:22	000	1	4	4283100.2	13	73543.3	47	14.3	233.02	2.1723943200000003E7	75	232.39000000000001	229.06	94	92	
