SysDate-ms	SysDate	SysTime-ms	SameValues	Q	SMM_Time	SysMemoryLoad	P	K3	Rm	K2	Q1	P1	I2	I1	Q3	U2	Ap	P3	Q2	U1	f	P2	SysCpuLoad	SMX_SysDateTime	I3	Am	K1	Rp	U3	
03/17/2018 20:40:07 000	03/17/2018 20:40:07	000	0			60.854505321839916																	-100.0	03/17/2018 20:40:07						
03/17/2018 20:40:08 001	03/17/2018 20:40:08	001	0			60.847638276717426																	5.975304351933907	03/17/2018 20:40:08						
03/17/2018 20:40:09 001	03/17/2018 20:40:09	001	0			60.847638276717426																	5.975304351933907	03/17/2018 20:40:09						
03/17/2018 20:40:10 001	03/17/2018 20:40:10	001	0			60.69771579509217																	5.995470357563359	03/17/2018 20:40:09						
03/17/2018 20:40:11 000	03/17/2018 20:40:11	000	0			60.79644757671342																	11.875391491623644	03/17/2018 20:40:10						
03/17/2018 20:40:12 000	03/17/2018 20:40:12	000	0			60.900005498438226																	12.30613517302701	03/17/2018 20:40:11						
SysDate-ms	SysDate	SysTime-ms	SameValues	Q	SMM_Time	SysMemoryLoad	P	K3	Rm	K2	Q1	P1	I2	I1	Q3	U2	Ap	P3	Q2	U1	f	P2	SysCpuLoad	SMX_SysDateTime	I3	Am	K1	Rp	U3	
03/17/2018 20:42:39 000	03/17/2018 20:42:39	000	0			61.0707212006092																	-100.0	03/17/2018 20:42:38						
03/17/2018 20:42:40 000	03/17/2018 20:42:40	000	0			61.11081898156919																	8.663954771723347	03/17/2018 20:42:40						
03/17/2018 20:42:41 000	03/17/2018 20:42:41	000	0			61.14712308025871																	7.115136028693625	03/17/2018 20:42:41						
03/17/2018 20:42:42 000	03/17/2018 20:42:42	000	0			61.13098792528559																	6.653483150021922	03/17/2018 20:42:41						
03/17/2018 20:42:43 001	03/17/2018 20:42:43	001	0			61.11470870642878																	8.288980685180602	03/17/2018 20:42:43						
03/17/2018 20:42:44 000	03/17/2018 20:42:44	000	0			61.09401152847219																	7.528388758886284	03/17/2018 20:42:43						
03/17/2018 20:42:45 000	03/17/2018 20:42:45	000	0			61.09341126229015																	5.767170139150757	03/17/2018 20:42:45						
03/17/2018 20:42:46 000	03/17/2018 20:42:46	000	0			61.09355532617384																	8.24376569144951	03/17/2018 20:42:46						
03/17/2018 20:42:47 001	03/17/2018 20:42:47	001	0			61.093531315526555																	6.691333929142907	03/17/2018 20:42:47						
03/17/2018 20:42:48 000	03/17/2018 20:42:48	000	0			61.093531315526555																	4.30727179955539	03/17/2018 20:42:48						
03/17/2018 20:42:49 000	03/17/2018 20:42:49	000	0			61.09369939005753																	6.5519197374067195	03/17/2018 20:42:48						
03/17/2018 20:42:50 000	03/17/2018 20:42:50	000	0			61.09293104934452																	3.9875917123013416	03/17/2018 20:42:49						
03/17/2018 20:42:51 001	03/17/2018 20:42:51	001	0			61.09293104934452																	7.555636993270742	03/17/2018 20:42:51						
