SysDate-ms	SysDate	SysTime-ms	SameValues	U1	U2	U3	
05/17/2019 22:24:19 000	05/17/2019 22:24:19	000	1			
05/17/2019 22:24:20 001	05/17/2019 22:24:20	001	1			
05/17/2019 22:24:21 001	05/17/2019 22:24:21	001	1			
05/17/2019 22:24:22 000	05/17/2019 22:24:22	000	1			
05/17/2019 22:24:23 001	05/17/2019 22:24:23	001	1			
05/17/2019 22:24:24 000	05/17/2019 22:24:24	000	1			
05/17/2019 22:24:25 001	05/17/2019 22:24:25	001	1			
05/17/2019 22:24:26 001	05/17/2019 22:24:26	001	1			
05/17/2019 22:24:27 000	05/17/2019 22:24:27	000	1			
05/17/2019 22:24:28 000	05/17/2019 22:24:28	000	1			
05/17/2019 22:24:29 001	05/17/2019 22:24:29	001	1			
05/17/2019 22:24:30 000	05/17/2019 22:24:30	000	1			
05/17/2019 22:24:31 001	05/17/2019 22:24:31	001	1			
05/17/2019 22:24:32 001	05/17/2019 22:24:32	001	1			
05/17/2019 22:24:33 000	05/17/2019 22:24:33	000	1			
05/17/2019 22:24:34 001	05/17/2019 22:24:34	001	1			
05/17/2019 22:24:35 001	05/17/2019 22:24:35	001	1			
05/17/2019 22:24:36 001	05/17/2019 22:24:36	001	1			
05/17/2019 22:24:37 000	05/17/2019 22:24:37	000	1			
05/17/2019 22:24:38 000	05/17/2019 22:24:38	000	1			
05/17/2019 22:24:39 001	05/17/2019 22:24:39	001	1			
05/17/2019 22:24:40 000	05/17/2019 22:24:40	000	1			
05/17/2019 22:24:41 001	05/17/2019 22:24:41	001	1			
05/17/2019 22:24:42 000	05/17/2019 22:24:42	000	1			
05/17/2019 22:24:43 000	05/17/2019 22:24:43	000	1			
05/17/2019 22:24:44 000	05/17/2019 22:24:44	000	1			
05/17/2019 22:24:45 000	05/17/2019 22:24:45	000	1			
05/17/2019 22:24:46 001	05/17/2019 22:24:46	001	1			
05/17/2019 22:24:47 000	05/17/2019 22:24:47	000	1			
05/17/2019 22:24:48 001	05/17/2019 22:24:48	001	1			
05/17/2019 22:24:49 001	05/17/2019 22:24:49	001	1			
05/17/2019 22:24:50 000	05/17/2019 22:24:50	000	1			
05/17/2019 22:24:51 001	05/17/2019 22:24:51	001	1			
05/17/2019 22:24:52 001	05/17/2019 22:24:52	001	1			
05/17/2019 22:24:53 000	05/17/2019 22:24:53	000	1			
05/17/2019 22:24:54 000	05/17/2019 22:24:54	000	1			
05/17/2019 22:24:55 001	05/17/2019 22:24:55	001	1			
05/17/2019 22:24:56 001	05/17/2019 22:24:56	001	1			
05/17/2019 22:24:57 000	05/17/2019 22:24:57	000	1			
05/17/2019 22:24:58 000	05/17/2019 22:24:58	000	1			
05/17/2019 22:24:59 000	05/17/2019 22:24:59	000	1			
05/17/2019 22:25:00 000	05/17/2019 22:25:00	000	1			
05/17/2019 22:25:01 001	05/17/2019 22:25:01	001	1			
05/17/2019 22:25:02 001	05/17/2019 22:25:02	001	1			
05/17/2019 22:25:03 000	05/17/2019 22:25:03	000	1			
05/17/2019 22:25:04 001	05/17/2019 22:25:04	001	1			
05/17/2019 22:25:05 000	05/17/2019 22:25:05	000	1			
05/17/2019 22:25:06 001	05/17/2019 22:25:06	001	1			
05/17/2019 22:25:07 000	05/17/2019 22:25:07	000	1			
05/17/2019 22:25:08 001	05/17/2019 22:25:08	001	1			
05/17/2019 22:25:09 000	05/17/2019 22:25:09	000	1			
05/17/2019 22:25:10 001	05/17/2019 22:25:10	001	1			
05/17/2019 22:25:11 000	05/17/2019 22:25:11	000	1			
05/17/2019 22:25:12 001	05/17/2019 22:25:12	001	1			
05/17/2019 22:25:13 001	05/17/2019 22:25:13	001	1			
05/17/2019 22:25:14 000	05/17/2019 22:25:14	000	1			
05/17/2019 22:25:15 000	05/17/2019 22:25:15	000	1			
05/17/2019 22:25:16 000	05/17/2019 22:25:16	000	1			
05/17/2019 22:25:17 001	05/17/2019 22:25:17	001	1			
05/17/2019 22:25:18 001	05/17/2019 22:25:18	001	1			
05/17/2019 22:25:19 006	05/17/2019 22:25:19	006	1			
05/17/2019 22:25:20 000	05/17/2019 22:25:20	000	1			
05/17/2019 22:25:21 000	05/17/2019 22:25:21	000	1			
05/17/2019 22:25:22 001	05/17/2019 22:25:22	001	1			
05/17/2019 22:25:23 001	05/17/2019 22:25:23	001	1			
05/17/2019 22:25:24 000	05/17/2019 22:25:24	000	1			
05/17/2019 22:25:25 001	05/17/2019 22:25:25	001	1			
05/17/2019 22:25:26 000	05/17/2019 22:25:26	000	1			
05/17/2019 22:25:27 001	05/17/2019 22:25:27	001	1			
05/17/2019 22:25:28 001	05/17/2019 22:25:28	001	1			
05/17/2019 22:25:29 000	05/17/2019 22:25:29	000	1			
05/17/2019 22:25:30 000	05/17/2019 22:25:30	000	1			
05/17/2019 22:25:31 001	05/17/2019 22:25:31	001	1			
05/17/2019 22:25:32 000	05/17/2019 22:25:32	000	1			
05/17/2019 22:25:33 001	05/17/2019 22:25:33	001	1			
05/17/2019 22:25:34 000	05/17/2019 22:25:34	000	1			
05/17/2019 22:25:35 001	05/17/2019 22:25:35	001	1			
05/17/2019 22:25:36 000	05/17/2019 22:25:36	000	1			
05/17/2019 22:25:37 001	05/17/2019 22:25:37	001	1			
05/17/2019 22:25:38 001	05/17/2019 22:25:38	001	1			
05/17/2019 22:25:39 001	05/17/2019 22:25:39	001	1			
05/17/2019 22:25:40 000	05/17/2019 22:25:40	000	1			
05/17/2019 22:25:41 000	05/17/2019 22:25:41	000	1			
05/17/2019 22:25:42 001	05/17/2019 22:25:42	001	1			
05/17/2019 22:25:43 000	05/17/2019 22:25:43	000	1			
05/17/2019 22:25:44 001	05/17/2019 22:25:44	001	1			
05/17/2019 22:25:45 000	05/17/2019 22:25:45	000	1			
05/17/2019 22:25:46 001	05/17/2019 22:25:46	001	1			
05/17/2019 22:25:47 000	05/17/2019 22:25:47	000	1			
05/17/2019 22:25:48 001	05/17/2019 22:25:48	001	1			
05/17/2019 22:25:49 001	05/17/2019 22:25:49	001	1			
05/17/2019 22:25:50 000	05/17/2019 22:25:50	000	1			
05/17/2019 22:25:51 000	05/17/2019 22:25:51	000	1			
05/17/2019 22:25:52 001	05/17/2019 22:25:52	001	1			
05/17/2019 22:25:53 000	05/17/2019 22:25:53	000	1			
05/17/2019 22:25:54 001	05/17/2019 22:25:54	001	1			
05/17/2019 22:25:55 000	05/17/2019 22:25:55	000	1			
05/17/2019 22:25:56 000	05/17/2019 22:25:56	000	1			
05/17/2019 22:25:57 001	05/17/2019 22:25:57	001	1			
05/17/2019 22:25:58 000	05/17/2019 22:25:58	000	1			
05/17/2019 22:25:59 001	05/17/2019 22:25:59	001	1			
05/17/2019 22:26:00 001	05/17/2019 22:26:00	001	1			
05/17/2019 22:26:01 001	05/17/2019 22:26:01	001	1			
05/17/2019 22:26:02 000	05/17/2019 22:26:02	000	1			
05/17/2019 22:26:03 000	05/17/2019 22:26:03	000	1			
05/17/2019 22:26:04 000	05/17/2019 22:26:04	000	1			
05/17/2019 22:26:05 007	05/17/2019 22:26:05	007	1			
05/17/2019 22:26:06 000	05/17/2019 22:26:06	000	1			
05/17/2019 22:26:07 001	05/17/2019 22:26:07	001	1			
05/17/2019 22:26:08 001	05/17/2019 22:26:08	001	1			
05/17/2019 22:26:09 001	05/17/2019 22:26:09	001	1			
05/17/2019 22:26:10 000	05/17/2019 22:26:10	000	1			
05/17/2019 22:26:11 000	05/17/2019 22:26:11	000	1			
05/17/2019 22:26:12 001	05/17/2019 22:26:12	001	1			
05/17/2019 22:26:13 000	05/17/2019 22:26:13	000	1			
05/17/2019 22:26:14 001	05/17/2019 22:26:14	001	1			
05/17/2019 22:26:15 000	05/17/2019 22:26:15	000	1			
05/17/2019 22:26:16 000	05/17/2019 22:26:16	000	1			
05/17/2019 22:26:17 001	05/17/2019 22:26:17	001	1			
05/17/2019 22:26:18 001	05/17/2019 22:26:18	001	1			
05/17/2019 22:26:19 000	05/17/2019 22:26:19	000	1			
05/17/2019 22:26:20 000	05/17/2019 22:26:20	000	1			
05/17/2019 22:26:21 001	05/17/2019 22:26:21	001	1			
05/17/2019 22:26:22 000	05/17/2019 22:26:22	000	1			
05/17/2019 22:26:23 000	05/17/2019 22:26:23	000	1			
05/17/2019 22:26:24 000	05/17/2019 22:26:24	000	1			
05/17/2019 22:26:25 001	05/17/2019 22:26:25	001	1			
05/17/2019 22:26:26 000	05/17/2019 22:26:26	000	1			
05/17/2019 22:26:27 000	05/17/2019 22:26:27	000	1			
05/17/2019 22:26:28 005	05/17/2019 22:26:28	005	1			
05/17/2019 22:26:29 000	05/17/2019 22:26:29	000	1			
05/17/2019 22:26:30 001	05/17/2019 22:26:30	001	1			
05/17/2019 22:26:31 001	05/17/2019 22:26:31	001	1			
05/17/2019 22:26:32 000	05/17/2019 22:26:32	000	1			
05/17/2019 22:26:33 001	05/17/2019 22:26:33	001	1			
05/17/2019 22:26:34 001	05/17/2019 22:26:34	001	1			
05/17/2019 22:26:35 000	05/17/2019 22:26:35	000	1			
05/17/2019 22:26:36 001	05/17/2019 22:26:36	001	1			
05/17/2019 22:26:37 001	05/17/2019 22:26:37	001	1			
05/17/2019 22:26:38 001	05/17/2019 22:26:38	001	1			
05/17/2019 22:26:39 000	05/17/2019 22:26:39	000	1			
05/17/2019 22:26:40 001	05/17/2019 22:26:40	001	1			
05/17/2019 22:26:41 000	05/17/2019 22:26:41	000	1			
05/17/2019 22:26:42 001	05/17/2019 22:26:42	001	1			
05/17/2019 22:26:43 000	05/17/2019 22:26:43	000	1			
05/17/2019 22:26:44 000	05/17/2019 22:26:44	000	1			
05/17/2019 22:26:45 000	05/17/2019 22:26:45	000	1			
05/17/2019 22:26:46 001	05/17/2019 22:26:46	001	1			
05/17/2019 22:26:47 000	05/17/2019 22:26:47	000	1			
05/17/2019 22:26:48 001	05/17/2019 22:26:48	001	1			
05/17/2019 22:26:49 000	05/17/2019 22:26:49	000	1			
05/17/2019 22:26:50 001	05/17/2019 22:26:50	001	1			
05/17/2019 22:26:51 001	05/17/2019 22:26:51	001	1			
05/17/2019 22:26:52 000	05/17/2019 22:26:52	000	1			
05/17/2019 22:26:53 001	05/17/2019 22:26:53	001	1			
05/17/2019 22:26:54 000	05/17/2019 22:26:54	000	1			
05/17/2019 22:26:55 001	05/17/2019 22:26:55	001	1			
05/17/2019 22:26:56 000	05/17/2019 22:26:56	000	1			
05/17/2019 22:26:57 001	05/17/2019 22:26:57	001	1			
05/17/2019 22:26:58 000	05/17/2019 22:26:58	000	1			
05/17/2019 22:26:59 001	05/17/2019 22:26:59	001	1			
05/17/2019 22:27:00 000	05/17/2019 22:27:00	000	1			
05/17/2019 22:27:01 028	05/17/2019 22:27:01	028	1			
05/17/2019 22:27:02 000	05/17/2019 22:27:02	000	1			
05/17/2019 22:27:03 000	05/17/2019 22:27:03	000	1			
05/17/2019 22:27:04 001	05/17/2019 22:27:04	001	1			
05/17/2019 22:27:05 001	05/17/2019 22:27:05	001	1			
05/17/2019 22:27:06 000	05/17/2019 22:27:06	000	1			
05/17/2019 22:27:07 001	05/17/2019 22:27:07	001	1			
05/17/2019 22:27:08 000	05/17/2019 22:27:08	000	1			
05/17/2019 22:27:09 000	05/17/2019 22:27:09	000	1			
05/17/2019 22:27:10 000	05/17/2019 22:27:10	000	1			
05/17/2019 22:27:11 001	05/17/2019 22:27:11	001	1			
05/17/2019 22:27:12 001	05/17/2019 22:27:12	001	1			
05/17/2019 22:27:13 001	05/17/2019 22:27:13	001	1			
05/17/2019 22:27:14 001	05/17/2019 22:27:14	001	1			
05/17/2019 22:27:15 000	05/17/2019 22:27:15	000	1			
05/17/2019 22:27:16 000	05/17/2019 22:27:16	000	1			
05/17/2019 22:27:17 000	05/17/2019 22:27:17	000	1			
05/17/2019 22:27:18 001	05/17/2019 22:27:18	001	1			
05/17/2019 22:27:19 000	05/17/2019 22:27:19	000	1			
05/17/2019 22:27:20 000	05/17/2019 22:27:20	000	1			
05/17/2019 22:27:21 001	05/17/2019 22:27:21	001	1			
05/17/2019 22:27:22 001	05/17/2019 22:27:22	001	1			
05/17/2019 22:27:23 001	05/17/2019 22:27:23	001	1			
05/17/2019 22:27:24 000	05/17/2019 22:27:24	000	1			
05/17/2019 22:27:25 001	05/17/2019 22:27:25	001	1			
05/17/2019 22:27:26 000	05/17/2019 22:27:26	000	1			
05/17/2019 22:27:27 000	05/17/2019 22:27:27	000	1			
05/17/2019 22:27:28 001	05/17/2019 22:27:28	001	1			
05/17/2019 22:27:29 001	05/17/2019 22:27:29	001	1			
05/17/2019 22:27:30 000	05/17/2019 22:27:30	000	1			
05/17/2019 22:27:31 001	05/17/2019 22:27:31	001	1			
05/17/2019 22:27:32 001	05/17/2019 22:27:32	001	1			
05/17/2019 22:27:33 001	05/17/2019 22:27:33	001	1			
05/17/2019 22:27:34 000	05/17/2019 22:27:34	000	1			
05/17/2019 22:27:35 000	05/17/2019 22:27:35	000	1			
05/17/2019 22:27:36 000	05/17/2019 22:27:36	000	1			
05/17/2019 22:27:37 001	05/17/2019 22:27:37	001	1			
05/17/2019 22:27:38 000	05/17/2019 22:27:38	000	1			
05/17/2019 22:27:39 008	05/17/2019 22:27:39	008	1			
05/17/2019 22:27:40 001	05/17/2019 22:27:40	001	1			
05/17/2019 22:27:41 000	05/17/2019 22:27:41	000	1			
05/17/2019 22:27:42 001	05/17/2019 22:27:42	001	1			
05/17/2019 22:27:43 000	05/17/2019 22:27:43	000	1			
05/17/2019 22:27:44 001	05/17/2019 22:27:44	001	1			
05/17/2019 22:27:45 001	05/17/2019 22:27:45	001	1			
05/17/2019 22:27:46 001	05/17/2019 22:27:46	001	1			
05/17/2019 22:27:47 001	05/17/2019 22:27:47	001	1			
05/17/2019 22:27:48 005	05/17/2019 22:27:48	005	1			
05/17/2019 22:27:49 001	05/17/2019 22:27:49	001	1			
05/17/2019 22:27:50 000	05/17/2019 22:27:50	000	1			
05/17/2019 22:27:51 001	05/17/2019 22:27:51	001	1			
05/17/2019 22:27:52 000	05/17/2019 22:27:52	000	1			
05/17/2019 22:27:53 000	05/17/2019 22:27:53	000	1			
05/17/2019 22:27:54 001	05/17/2019 22:27:54	001	1			
05/17/2019 22:27:55 001	05/17/2019 22:27:55	001	1			
05/17/2019 22:27:56 001	05/17/2019 22:27:56	001	1			
05/17/2019 22:27:57 000	05/17/2019 22:27:57	000	1			
05/17/2019 22:27:58 001	05/17/2019 22:27:58	001	1			
05/17/2019 22:27:59 001	05/17/2019 22:27:59	001	1			
05/17/2019 22:28:00 007	05/17/2019 22:28:00	007	1			
05/17/2019 22:28:01 001	05/17/2019 22:28:01	001	1			
05/17/2019 22:28:02 001	05/17/2019 22:28:02	001	1			
05/17/2019 22:28:03 000	05/17/2019 22:28:03	000	1			
05/17/2019 22:28:04 001	05/17/2019 22:28:04	001	1			
05/17/2019 22:28:05 000	05/17/2019 22:28:05	000	1			
05/17/2019 22:28:06 001	05/17/2019 22:28:06	001	1			
05/17/2019 22:28:07 001	05/17/2019 22:28:07	001	1			
05/17/2019 22:28:08 001	05/17/2019 22:28:08	001	1			
05/17/2019 22:28:09 000	05/17/2019 22:28:09	000	1			
05/17/2019 22:28:10 001	05/17/2019 22:28:10	001	1			
05/17/2019 22:28:11 000	05/17/2019 22:28:11	000	1			
05/17/2019 22:28:12 001	05/17/2019 22:28:12	001	1			
05/17/2019 22:28:13 000	05/17/2019 22:28:13	000	1			
05/17/2019 22:28:14 001	05/17/2019 22:28:14	001	1			
05/17/2019 22:28:15 000	05/17/2019 22:28:15	000	1			
05/17/2019 22:28:16 000	05/17/2019 22:28:16	000	1			
05/17/2019 22:28:17 001	05/17/2019 22:28:17	001	1			
05/17/2019 22:28:18 000	05/17/2019 22:28:18	000	1			
05/17/2019 22:28:19 001	05/17/2019 22:28:19	001	1			
05/17/2019 22:28:20 000	05/17/2019 22:28:20	000	1			
05/17/2019 22:28:21 001	05/17/2019 22:28:21	001	1			
05/17/2019 22:28:22 001	05/17/2019 22:28:22	001	1			
05/17/2019 22:28:23 000	05/17/2019 22:28:23	000	1			
05/17/2019 22:28:24 001	05/17/2019 22:28:24	001	1			
05/17/2019 22:28:25 001	05/17/2019 22:28:25	001	1			
05/17/2019 22:28:26 000	05/17/2019 22:28:26	000	1			
05/17/2019 22:28:27 000	05/17/2019 22:28:27	000	1			
05/17/2019 22:28:28 001	05/17/2019 22:28:28	001	1			
05/17/2019 22:28:29 000	05/17/2019 22:28:29	000	1			
05/17/2019 22:28:30 001	05/17/2019 22:28:30	001	1			
05/17/2019 22:28:31 001	05/17/2019 22:28:31	001	1			
05/17/2019 22:28:32 001	05/17/2019 22:28:32	001	1			
05/17/2019 22:28:33 010	05/17/2019 22:28:33	010	1			
05/17/2019 22:28:34 001	05/17/2019 22:28:34	001	1			
05/17/2019 22:28:35 000	05/17/2019 22:28:35	000	1			
05/17/2019 22:28:36 001	05/17/2019 22:28:36	001	1			
05/17/2019 22:28:37 001	05/17/2019 22:28:37	001	1			
05/17/2019 22:28:38 001	05/17/2019 22:28:38	001	1			
05/17/2019 22:28:39 001	05/17/2019 22:28:39	001	1			
05/17/2019 22:28:40 001	05/17/2019 22:28:40	001	1			
05/17/2019 22:28:41 000	05/17/2019 22:28:41	000	1			
05/17/2019 22:28:42 001	05/17/2019 22:28:42	001	1			
05/17/2019 22:28:43 001	05/17/2019 22:28:43	001	1			
05/17/2019 22:28:44 000	05/17/2019 22:28:44	000	1			
05/17/2019 22:28:45 001	05/17/2019 22:28:45	001	1			
05/17/2019 22:28:46 000	05/17/2019 22:28:46	000	1			
05/17/2019 22:28:47 001	05/17/2019 22:28:47	001	1			
05/17/2019 22:28:48 000	05/17/2019 22:28:48	000	1			
05/17/2019 22:28:49 001	05/17/2019 22:28:49	001	1			
05/17/2019 22:28:50 001	05/17/2019 22:28:50	001	1			
05/17/2019 22:28:51 001	05/17/2019 22:28:51	001	1			
05/17/2019 22:28:52 000	05/17/2019 22:28:52	000	1			
05/17/2019 22:28:53 000	05/17/2019 22:28:53	000	1			
05/17/2019 22:28:54 000	05/17/2019 22:28:54	000	1			
05/17/2019 22:28:55 000	05/17/2019 22:28:55	000	1			
05/17/2019 22:28:56 001	05/17/2019 22:28:56	001	1			
05/17/2019 22:28:57 001	05/17/2019 22:28:57	001	1			
05/17/2019 22:28:58 000	05/17/2019 22:28:58	000	1			
05/17/2019 22:28:59 000	05/17/2019 22:28:59	000	1			
05/17/2019 22:29:00 000	05/17/2019 22:29:00	000	1			
05/17/2019 22:29:01 001	05/17/2019 22:29:01	001	1			
05/17/2019 22:29:02 001	05/17/2019 22:29:02	001	1			
05/17/2019 22:29:03 000	05/17/2019 22:29:03	000	1			
05/17/2019 22:29:04 001	05/17/2019 22:29:04	001	1			
05/17/2019 22:29:05 001	05/17/2019 22:29:05	001	1			
05/17/2019 22:29:06 000	05/17/2019 22:29:06	000	1			
05/17/2019 22:29:07 001	05/17/2019 22:29:07	001	1			
05/17/2019 22:29:08 001	05/17/2019 22:29:08	001	1			
05/17/2019 22:29:09 001	05/17/2019 22:29:09	001	1			
05/17/2019 22:29:10 000	05/17/2019 22:29:10	000	1			
05/17/2019 22:29:11 001	05/17/2019 22:29:11	001	1			
05/17/2019 22:29:12 001	05/17/2019 22:29:12	001	1			
05/17/2019 22:29:13 001	05/17/2019 22:29:13	001	1			
05/17/2019 22:29:14 001	05/17/2019 22:29:14	001	1			
05/17/2019 22:29:15 000	05/17/2019 22:29:15	000	1			
05/17/2019 22:29:16 001	05/17/2019 22:29:16	001	1			
05/17/2019 22:29:17 000	05/17/2019 22:29:17	000	1			
05/17/2019 22:29:18 000	05/17/2019 22:29:18	000	1			
05/17/2019 22:29:19 000	05/17/2019 22:29:19	000	1			
05/17/2019 22:29:20 000	05/17/2019 22:29:20	000	1			
05/17/2019 22:29:21 001	05/17/2019 22:29:21	001	1			
05/17/2019 22:29:22 001	05/17/2019 22:29:22	001	1			
05/17/2019 22:29:23 001	05/17/2019 22:29:23	001	1			
05/17/2019 22:29:24 000	05/17/2019 22:29:24	000	1			
05/17/2019 22:29:25 001	05/17/2019 22:29:25	001	1			
05/17/2019 22:29:26 000	05/17/2019 22:29:26	000	1			
05/17/2019 22:29:27 001	05/17/2019 22:29:27	001	1			
05/17/2019 22:29:28 001	05/17/2019 22:29:28	001	1			
05/17/2019 22:29:29 000	05/17/2019 22:29:29	000	1			
05/17/2019 22:29:30 000	05/17/2019 22:29:30	000	1			
05/17/2019 22:29:31 001	05/17/2019 22:29:31	001	1			
05/17/2019 22:29:32 000	05/17/2019 22:29:32	000	1			
05/17/2019 22:29:33 001	05/17/2019 22:29:33	001	1			
05/17/2019 22:29:34 000	05/17/2019 22:29:34	000	1			
05/17/2019 22:29:35 001	05/17/2019 22:29:35	001	1			
05/17/2019 22:29:36 000	05/17/2019 22:29:36	000	1			
05/17/2019 22:29:37 000	05/17/2019 22:29:37	000	1			
05/17/2019 22:29:38 001	05/17/2019 22:29:38	001	1			
05/17/2019 22:29:39 000	05/17/2019 22:29:39	000	1			
05/17/2019 22:29:40 001	05/17/2019 22:29:40	001	1			
05/17/2019 22:29:41 000	05/17/2019 22:29:41	000	1			
05/17/2019 22:29:42 001	05/17/2019 22:29:42	001	1			
05/17/2019 22:29:43 001	05/17/2019 22:29:43	001	1			
05/17/2019 22:29:44 000	05/17/2019 22:29:44	000	1			
05/17/2019 22:29:45 000	05/17/2019 22:29:45	000	1			
05/17/2019 22:29:46 001	05/17/2019 22:29:46	001	1			
05/17/2019 22:29:47 001	05/17/2019 22:29:47	001	1			
05/17/2019 22:29:48 000	05/17/2019 22:29:48	000	1			
05/17/2019 22:29:49 001	05/17/2019 22:29:49	001	1			
05/17/2019 22:29:50 000	05/17/2019 22:29:50	000	1			
05/17/2019 22:29:51 001	05/17/2019 22:29:51	001	1			
05/17/2019 22:29:52 000	05/17/2019 22:29:52	000	1			
05/17/2019 22:29:53 000	05/17/2019 22:29:53	000	1			
05/17/2019 22:29:54 001	05/17/2019 22:29:54	001	1			
05/17/2019 22:29:55 000	05/17/2019 22:29:55	000	1			
05/17/2019 22:29:56 001	05/17/2019 22:29:56	001	1			
05/17/2019 22:29:57 000	05/17/2019 22:29:57	000	1			
05/17/2019 22:29:58 000	05/17/2019 22:29:58	000	1			
05/17/2019 22:29:59 001	05/17/2019 22:29:59	001	1			
05/17/2019 22:30:00 001	05/17/2019 22:30:00	001	1			
05/17/2019 22:30:01 001	05/17/2019 22:30:01	001	1			
05/17/2019 22:30:02 001	05/17/2019 22:30:02	001	1			
05/17/2019 22:30:03 000	05/17/2019 22:30:03	000	1			
05/17/2019 22:30:04 001	05/17/2019 22:30:04	001	1			
05/17/2019 22:30:05 001	05/17/2019 22:30:05	001	1			
05/17/2019 22:30:06 000	05/17/2019 22:30:06	000	1			
05/17/2019 22:30:07 001	05/17/2019 22:30:07	001	1			
05/17/2019 22:30:08 000	05/17/2019 22:30:08	000	1			
05/17/2019 22:30:09 001	05/17/2019 22:30:09	001	1			
05/17/2019 22:30:10 001	05/17/2019 22:30:10	001	1			
05/17/2019 22:30:11 001	05/17/2019 22:30:11	001	1			
05/17/2019 22:30:12 001	05/17/2019 22:30:12	001	1			
05/17/2019 22:30:13 000	05/17/2019 22:30:13	000	1			
05/17/2019 22:30:14 001	05/17/2019 22:30:14	001	1			
05/17/2019 22:30:15 001	05/17/2019 22:30:15	001	1			
05/17/2019 22:30:16 001	05/17/2019 22:30:16	001	1			
05/17/2019 22:30:17 000	05/17/2019 22:30:17	000	1			
05/17/2019 22:30:18 001	05/17/2019 22:30:18	001	1			
05/17/2019 22:30:19 000	05/17/2019 22:30:19	000	1			
05/17/2019 22:30:20 001	05/17/2019 22:30:20	001	1			
05/17/2019 22:30:21 001	05/17/2019 22:30:21	001	1			
05/17/2019 22:30:22 000	05/17/2019 22:30:22	000	1			
05/17/2019 22:30:23 001	05/17/2019 22:30:23	001	1			
05/17/2019 22:30:24 001	05/17/2019 22:30:24	001	1			
05/17/2019 22:30:25 001	05/17/2019 22:30:25	001	1			
05/17/2019 22:30:26 001	05/17/2019 22:30:26	001	1			
05/17/2019 22:30:27 001	05/17/2019 22:30:27	001	1			
05/17/2019 22:30:28 000	05/17/2019 22:30:28	000	1			
05/17/2019 22:30:29 000	05/17/2019 22:30:29	000	1			
05/17/2019 22:30:30 002	05/17/2019 22:30:30	002	1			
05/17/2019 22:30:31 001	05/17/2019 22:30:31	001	1			
05/17/2019 22:30:32 001	05/17/2019 22:30:32	001	1			
05/17/2019 22:30:33 001	05/17/2019 22:30:33	001	1			
05/17/2019 22:30:34 000	05/17/2019 22:30:34	000	1			
05/17/2019 22:30:35 001	05/17/2019 22:30:35	001	1			
05/17/2019 22:30:36 000	05/17/2019 22:30:36	000	1			
05/17/2019 22:30:37 001	05/17/2019 22:30:37	001	1			
05/17/2019 22:30:38 000	05/17/2019 22:30:38	000	1			
05/17/2019 22:30:39 001	05/17/2019 22:30:39	001	1			
05/17/2019 22:30:40 001	05/17/2019 22:30:40	001	1			
05/17/2019 22:30:41 000	05/17/2019 22:30:41	000	1			
05/17/2019 22:30:42 001	05/17/2019 22:30:42	001	1			
05/17/2019 22:30:43 001	05/17/2019 22:30:43	001	1			
05/17/2019 22:30:44 001	05/17/2019 22:30:44	001	1			
05/17/2019 22:30:45 000	05/17/2019 22:30:45	000	1			
05/17/2019 22:30:46 001	05/17/2019 22:30:46	001	1			
05/17/2019 22:30:47 000	05/17/2019 22:30:47	000	1			
05/17/2019 22:30:48 000	05/17/2019 22:30:48	000	1			
05/17/2019 22:30:49 001	05/17/2019 22:30:49	001	1			
05/17/2019 22:30:50 000	05/17/2019 22:30:50	000	1			
05/17/2019 22:30:51 001	05/17/2019 22:30:51	001	1			
05/17/2019 22:30:52 000	05/17/2019 22:30:52	000	1			
05/17/2019 22:30:53 001	05/17/2019 22:30:53	001	1			
05/17/2019 22:30:54 001	05/17/2019 22:30:54	001	1			
05/17/2019 22:30:55 000	05/17/2019 22:30:55	000	1			
05/17/2019 22:30:56 001	05/17/2019 22:30:56	001	1			
05/17/2019 22:30:57 001	05/17/2019 22:30:57	001	1			
05/17/2019 22:30:58 000	05/17/2019 22:30:58	000	1			
05/17/2019 22:30:59 001	05/17/2019 22:30:59	001	1			
05/17/2019 22:31:00 003	05/17/2019 22:31:00	003	1			
05/17/2019 22:31:01 001	05/17/2019 22:31:01	001	1			
05/17/2019 22:31:02 001	05/17/2019 22:31:02	001	1			
05/17/2019 22:31:03 000	05/17/2019 22:31:03	000	1			
05/17/2019 22:31:04 000	05/17/2019 22:31:04	000	1			
05/17/2019 22:31:05 001	05/17/2019 22:31:05	001	1			
05/17/2019 22:31:06 000	05/17/2019 22:31:06	000	1			
05/17/2019 22:31:07 001	05/17/2019 22:31:07	001	1			
05/17/2019 22:31:08 000	05/17/2019 22:31:08	000	1			
05/17/2019 22:31:09 001	05/17/2019 22:31:09	001	1			
05/17/2019 22:31:10 001	05/17/2019 22:31:10	001	1			
05/17/2019 22:31:11 001	05/17/2019 22:31:11	001	1			
05/17/2019 22:31:12 000	05/17/2019 22:31:12	000	1			
05/17/2019 22:31:13 001	05/17/2019 22:31:13	001	1			
05/17/2019 22:31:14 001	05/17/2019 22:31:14	001	1			
05/17/2019 22:31:15 001	05/17/2019 22:31:15	001	1			
05/17/2019 22:31:16 000	05/17/2019 22:31:16	000	1			
05/17/2019 22:31:17 000	05/17/2019 22:31:17	000	1			
05/17/2019 22:31:18 001	05/17/2019 22:31:18	001	1			
05/17/2019 22:31:19 001	05/17/2019 22:31:19	001	1			
05/17/2019 22:31:20 001	05/17/2019 22:31:20	001	1			
05/17/2019 22:31:21 000	05/17/2019 22:31:21	000	1			
