SysDate-ms	SysDate	SysTime-ms	SameValues	U1	U2	U3	
05/17/2019 22:16:56 000	05/17/2019 22:16:56	000	1			
05/17/2019 22:16:57 001	05/17/2019 22:16:57	001	1			
05/17/2019 22:16:58 001	05/17/2019 22:16:58	001	1			
05/17/2019 22:16:59 000	05/17/2019 22:16:59	000	1			
05/17/2019 22:17:00 001	05/17/2019 22:17:00	001	1			
05/17/2019 22:17:01 001	05/17/2019 22:17:01	001	1			
05/17/2019 22:17:02 001	05/17/2019 22:17:02	001	1			
05/17/2019 22:17:03 000	05/17/2019 22:17:03	000	1			
05/17/2019 22:17:04 001	05/17/2019 22:17:04	001	1			
05/17/2019 22:17:05 001	05/17/2019 22:17:05	001	1			
05/17/2019 22:17:06 000	05/17/2019 22:17:06	000	1			
05/17/2019 22:17:07 000	05/17/2019 22:17:07	000	1			
05/17/2019 22:17:08 000	05/17/2019 22:17:08	000	1			
05/17/2019 22:17:09 001	05/17/2019 22:17:09	001	1			
05/17/2019 22:17:10 001	05/17/2019 22:17:10	001	1			
05/17/2019 22:17:11 000	05/17/2019 22:17:11	000	1			
05/17/2019 22:17:12 001	05/17/2019 22:17:12	001	1			
05/17/2019 22:17:13 000	05/17/2019 22:17:13	000	1			
05/17/2019 22:17:14 000	05/17/2019 22:17:14	000	1			
05/17/2019 22:17:15 001	05/17/2019 22:17:15	001	1			
05/17/2019 22:17:16 000	05/17/2019 22:17:16	000	1			
05/17/2019 22:17:17 001	05/17/2019 22:17:17	001	1			
05/17/2019 22:17:18 000	05/17/2019 22:17:18	000	1			
05/17/2019 22:17:19 000	05/17/2019 22:17:19	000	1			
05/17/2019 22:17:20 001	05/17/2019 22:17:20	001	1			
05/17/2019 22:17:21 001	05/17/2019 22:17:21	001	1			
05/17/2019 22:17:22 001	05/17/2019 22:17:22	001	1			
05/17/2019 22:17:23 000	05/17/2019 22:17:23	000	1			
05/17/2019 22:17:24 000	05/17/2019 22:17:24	000	1			
05/17/2019 22:17:25 000	05/17/2019 22:17:25	000	1			
05/17/2019 22:17:26 001	05/17/2019 22:17:26	001	1			
05/17/2019 22:17:27 001	05/17/2019 22:17:27	001	1			
05/17/2019 22:17:28 000	05/17/2019 22:17:28	000	1			
05/17/2019 22:17:29 001	05/17/2019 22:17:29	001	1			
05/17/2019 22:17:30 000	05/17/2019 22:17:30	000	1			
05/17/2019 22:17:31 000	05/17/2019 22:17:31	000	1			
05/17/2019 22:17:32 000	05/17/2019 22:17:32	000	1			
05/17/2019 22:17:33 001	05/17/2019 22:17:33	001	1			
05/17/2019 22:17:34 000	05/17/2019 22:17:34	000	1			
05/17/2019 22:17:35 000	05/17/2019 22:17:35	000	1			
05/17/2019 22:17:36 001	05/17/2019 22:17:36	001	1			
05/17/2019 22:17:37 001	05/17/2019 22:17:37	001	1			
05/17/2019 22:17:38 000	05/17/2019 22:17:38	000	1			
05/17/2019 22:17:39 000	05/17/2019 22:17:39	000	1			
05/17/2019 22:17:40 001	05/17/2019 22:17:40	001	1			
05/17/2019 22:17:41 000	05/17/2019 22:17:41	000	1			
05/17/2019 22:17:42 000	05/17/2019 22:17:42	000	1			
05/17/2019 22:17:43 001	05/17/2019 22:17:43	001	1			
05/17/2019 22:17:44 000	05/17/2019 22:17:44	000	1			
05/17/2019 22:17:45 001	05/17/2019 22:17:45	001	1			
05/17/2019 22:17:46 000	05/17/2019 22:17:46	000	1			
05/17/2019 22:17:47 001	05/17/2019 22:17:47	001	1			
05/17/2019 22:17:48 000	05/17/2019 22:17:48	000	1			
05/17/2019 22:17:49 001	05/17/2019 22:17:49	001	1			
05/17/2019 22:17:50 000	05/17/2019 22:17:50	000	1			
05/17/2019 22:17:51 001	05/17/2019 22:17:51	001	1			
05/17/2019 22:17:52 000	05/17/2019 22:17:52	000	1			
05/17/2019 22:17:53 001	05/17/2019 22:17:53	001	1			
05/17/2019 22:17:54 000	05/17/2019 22:17:54	000	1			
05/17/2019 22:17:55 000	05/17/2019 22:17:55	000	1			
05/17/2019 22:17:56 001	05/17/2019 22:17:56	001	1			
05/17/2019 22:17:57 000	05/17/2019 22:17:57	000	1			
05/17/2019 22:17:58 001	05/17/2019 22:17:58	001	1			
05/17/2019 22:17:59 001	05/17/2019 22:17:59	001	1			
05/17/2019 22:18:00 000	05/17/2019 22:18:00	000	1			
05/17/2019 22:18:01 000	05/17/2019 22:18:01	000	1			
05/17/2019 22:18:02 001	05/17/2019 22:18:02	001	1			
05/17/2019 22:18:03 001	05/17/2019 22:18:03	001	1			
05/17/2019 22:18:04 000	05/17/2019 22:18:04	000	1			
05/17/2019 22:18:05 001	05/17/2019 22:18:05	001	1			
05/17/2019 22:18:06 001	05/17/2019 22:18:06	001	1			
05/17/2019 22:18:07 000	05/17/2019 22:18:07	000	1			
05/17/2019 22:18:08 000	05/17/2019 22:18:08	000	1			
05/17/2019 22:18:09 001	05/17/2019 22:18:09	001	1			
05/17/2019 22:18:10 001	05/17/2019 22:18:10	001	1			
05/17/2019 22:18:11 000	05/17/2019 22:18:11	000	1			
05/17/2019 22:18:12 001	05/17/2019 22:18:12	001	1			
05/17/2019 22:18:13 000	05/17/2019 22:18:13	000	1			
05/17/2019 22:18:14 001	05/17/2019 22:18:14	001	1			
05/17/2019 22:18:15 000	05/17/2019 22:18:15	000	1			
05/17/2019 22:18:16 001	05/17/2019 22:18:16	001	1			
05/17/2019 22:18:17 001	05/17/2019 22:18:17	001	1			
05/17/2019 22:18:18 000	05/17/2019 22:18:18	000	1			
05/17/2019 22:18:19 000	05/17/2019 22:18:19	000	1			
05/17/2019 22:18:20 000	05/17/2019 22:18:20	000	1			
05/17/2019 22:18:21 001	05/17/2019 22:18:21	001	1			
05/17/2019 22:18:22 000	05/17/2019 22:18:22	000	1			
05/17/2019 22:18:23 001	05/17/2019 22:18:23	001	1			
05/17/2019 22:18:24 000	05/17/2019 22:18:24	000	1			
05/17/2019 22:18:25 001	05/17/2019 22:18:25	001	1			
05/17/2019 22:18:26 000	05/17/2019 22:18:26	000	1			
05/17/2019 22:18:27 001	05/17/2019 22:18:27	001	1			
05/17/2019 22:18:28 001	05/17/2019 22:18:28	001	1			
05/17/2019 22:18:29 000	05/17/2019 22:18:29	000	1			
05/17/2019 22:18:30 001	05/17/2019 22:18:30	001	1			
05/17/2019 22:18:31 000	05/17/2019 22:18:31	000	1			
05/17/2019 22:18:32 001	05/17/2019 22:18:32	001	1			
05/17/2019 22:18:33 015	05/17/2019 22:18:33	015	1			
05/17/2019 22:18:34 001	05/17/2019 22:18:34	001	1			
05/17/2019 22:18:35 000	05/17/2019 22:18:35	000	1			
05/17/2019 22:18:36 001	05/17/2019 22:18:36	001	1			
05/17/2019 22:18:37 000	05/17/2019 22:18:37	000	1			
05/17/2019 22:18:38 001	05/17/2019 22:18:38	001	1			
05/17/2019 22:18:39 000	05/17/2019 22:18:39	000	1			
05/17/2019 22:18:40 001	05/17/2019 22:18:40	001	1			
05/17/2019 22:18:41 000	05/17/2019 22:18:41	000	1			
05/17/2019 22:18:42 001	05/17/2019 22:18:42	001	1			
05/17/2019 22:18:43 000	05/17/2019 22:18:43	000	1			
05/17/2019 22:18:44 000	05/17/2019 22:18:44	000	1			
05/17/2019 22:18:45 000	05/17/2019 22:18:45	000	1			
05/17/2019 22:18:46 001	05/17/2019 22:18:46	001	1			
05/17/2019 22:18:47 000	05/17/2019 22:18:47	000	1			
05/17/2019 22:18:48 000	05/17/2019 22:18:48	000	1			
05/17/2019 22:18:49 001	05/17/2019 22:18:49	001	1			
05/17/2019 22:18:50 000	05/17/2019 22:18:50	000	1			
05/17/2019 22:18:51 001	05/17/2019 22:18:51	001	1			
05/17/2019 22:18:52 000	05/17/2019 22:18:52	000	1			
05/17/2019 22:18:53 001	05/17/2019 22:18:53	001	1			
05/17/2019 22:18:54 000	05/17/2019 22:18:54	000	1			
05/17/2019 22:18:55 001	05/17/2019 22:18:55	001	1			
05/17/2019 22:18:56 001	05/17/2019 22:18:56	001	1			
05/17/2019 22:18:57 000	05/17/2019 22:18:57	000	1			
05/17/2019 22:18:58 000	05/17/2019 22:18:58	000	1			
05/17/2019 22:18:59 000	05/17/2019 22:18:59	000	1			
05/17/2019 22:19:00 001	05/17/2019 22:19:00	001	1			
05/17/2019 22:19:01 000	05/17/2019 22:19:01	000	1			
05/17/2019 22:19:02 000	05/17/2019 22:19:02	000	1			
05/17/2019 22:19:03 001	05/17/2019 22:19:03	001	1			
05/17/2019 22:19:04 000	05/17/2019 22:19:04	000	1			
05/17/2019 22:19:05 001	05/17/2019 22:19:05	001	1			
05/17/2019 22:19:06 000	05/17/2019 22:19:06	000	1			
05/17/2019 22:19:07 000	05/17/2019 22:19:07	000	1			
05/17/2019 22:19:08 001	05/17/2019 22:19:08	001	1			
05/17/2019 22:19:09 000	05/17/2019 22:19:09	000	1			
05/17/2019 22:19:10 001	05/17/2019 22:19:10	001	1			
05/17/2019 22:19:11 001	05/17/2019 22:19:11	001	1			
05/17/2019 22:19:12 000	05/17/2019 22:19:12	000	1			
05/17/2019 22:19:13 001	05/17/2019 22:19:13	001	1			
05/17/2019 22:19:14 000	05/17/2019 22:19:14	000	1			
05/17/2019 22:19:15 001	05/17/2019 22:19:15	001	1			
05/17/2019 22:19:16 001	05/17/2019 22:19:16	001	1			
05/17/2019 22:19:17 001	05/17/2019 22:19:17	001	1			
05/17/2019 22:19:18 001	05/17/2019 22:19:18	001	1			
05/17/2019 22:19:19 000	05/17/2019 22:19:19	000	1			
05/17/2019 22:19:20 000	05/17/2019 22:19:20	000	1			
05/17/2019 22:19:21 001	05/17/2019 22:19:21	001	1			
05/17/2019 22:19:22 001	05/17/2019 22:19:22	001	1			
05/17/2019 22:19:23 000	05/17/2019 22:19:23	000	1			
05/17/2019 22:19:24 000	05/17/2019 22:19:24	000	1			
05/17/2019 22:19:25 001	05/17/2019 22:19:25	001	1			
05/17/2019 22:19:26 000	05/17/2019 22:19:26	000	1			
05/17/2019 22:19:27 001	05/17/2019 22:19:27	001	1			
05/17/2019 22:19:28 000	05/17/2019 22:19:28	000	1			
05/17/2019 22:19:29 001	05/17/2019 22:19:29	001	1			
05/17/2019 22:19:30 001	05/17/2019 22:19:30	001	1			
05/17/2019 22:19:31 001	05/17/2019 22:19:31	001	1			
05/17/2019 22:19:32 000	05/17/2019 22:19:32	000	1			
05/17/2019 22:19:33 001	05/17/2019 22:19:33	001	1			
05/17/2019 22:19:34 001	05/17/2019 22:19:34	001	1			
05/17/2019 22:19:35 001	05/17/2019 22:19:35	001	1			
05/17/2019 22:19:36 001	05/17/2019 22:19:36	001	1			
05/17/2019 22:19:37 000	05/17/2019 22:19:37	000	1			
05/17/2019 22:19:38 000	05/17/2019 22:19:38	000	1			
05/17/2019 22:19:39 001	05/17/2019 22:19:39	001	1			
05/17/2019 22:19:40 000	05/17/2019 22:19:40	000	1			
05/17/2019 22:19:41 000	05/17/2019 22:19:41	000	1			
05/17/2019 22:19:42 001	05/17/2019 22:19:42	001	1			
05/17/2019 22:19:43 000	05/17/2019 22:19:43	000	1			
05/17/2019 22:19:44 000	05/17/2019 22:19:44	000	1			
05/17/2019 22:19:45 001	05/17/2019 22:19:45	001	1			
05/17/2019 22:19:46 001	05/17/2019 22:19:46	001	1			
05/17/2019 22:19:47 000	05/17/2019 22:19:47	000	1			
05/17/2019 22:19:48 001	05/17/2019 22:19:48	001	1			
05/17/2019 22:19:49 000	05/17/2019 22:19:49	000	1			
05/17/2019 22:19:50 000	05/17/2019 22:19:50	000	1			
05/17/2019 22:19:51 001	05/17/2019 22:19:51	001	1			
05/17/2019 22:19:52 000	05/17/2019 22:19:52	000	1			
05/17/2019 22:19:53 000	05/17/2019 22:19:53	000	1			
05/17/2019 22:19:54 000	05/17/2019 22:19:54	000	1			
05/17/2019 22:19:55 001	05/17/2019 22:19:55	001	1			
05/17/2019 22:19:56 000	05/17/2019 22:19:56	000	1			
05/17/2019 22:19:57 001	05/17/2019 22:19:57	001	1			
05/17/2019 22:19:58 000	05/17/2019 22:19:58	000	1			
05/17/2019 22:19:59 001	05/17/2019 22:19:59	001	1			
05/17/2019 22:20:00 001	05/17/2019 22:20:00	001	1			
05/17/2019 22:20:01 001	05/17/2019 22:20:01	001	1			
05/17/2019 22:20:02 000	05/17/2019 22:20:02	000	1			
05/17/2019 22:20:03 000	05/17/2019 22:20:03	000	1			
05/17/2019 22:20:04 000	05/17/2019 22:20:04	000	1			
05/17/2019 22:20:05 001	05/17/2019 22:20:05	001	1			
05/17/2019 22:20:06 001	05/17/2019 22:20:06	001	1			
05/17/2019 22:20:07 000	05/17/2019 22:20:07	000	1			
05/17/2019 22:20:08 001	05/17/2019 22:20:08	001	1			
05/17/2019 22:20:09 001	05/17/2019 22:20:09	001	1			
05/17/2019 22:20:10 001	05/17/2019 22:20:10	001	1			
05/17/2019 22:20:11 000	05/17/2019 22:20:11	000	1			
05/17/2019 22:20:12 001	05/17/2019 22:20:12	001	1			
05/17/2019 22:20:13 001	05/17/2019 22:20:13	001	1			
05/17/2019 22:20:14 000	05/17/2019 22:20:14	000	1			
05/17/2019 22:20:15 001	05/17/2019 22:20:15	001	1			
05/17/2019 22:20:16 001	05/17/2019 22:20:16	001	1			
05/17/2019 22:20:17 000	05/17/2019 22:20:17	000	1			
05/17/2019 22:20:18 000	05/17/2019 22:20:18	000	1			
05/17/2019 22:20:19 000	05/17/2019 22:20:19	000	1			
05/17/2019 22:20:20 001	05/17/2019 22:20:20	001	1			
05/17/2019 22:20:21 001	05/17/2019 22:20:21	001	1			
05/17/2019 22:20:22 000	05/17/2019 22:20:22	000	1			
05/17/2019 22:20:23 001	05/17/2019 22:20:23	001	1			
05/17/2019 22:20:24 001	05/17/2019 22:20:24	001	1			
05/17/2019 22:20:25 000	05/17/2019 22:20:25	000	1			
05/17/2019 22:20:26 000	05/17/2019 22:20:26	000	1			
05/17/2019 22:20:27 001	05/17/2019 22:20:27	001	1			
05/17/2019 22:20:28 000	05/17/2019 22:20:28	000	1			
05/17/2019 22:20:29 000	05/17/2019 22:20:29	000	1			
05/17/2019 22:20:30 001	05/17/2019 22:20:30	001	1			
05/17/2019 22:20:31 001	05/17/2019 22:20:31	001	1			
05/17/2019 22:20:32 000	05/17/2019 22:20:32	000	1			
05/17/2019 22:20:33 001	05/17/2019 22:20:33	001	1			
05/17/2019 22:20:34 001	05/17/2019 22:20:34	001	1			
05/17/2019 22:20:35 000	05/17/2019 22:20:35	000	1			
05/17/2019 22:20:36 001	05/17/2019 22:20:36	001	1			
05/17/2019 22:20:37 001	05/17/2019 22:20:37	001	1			
SysDate-ms	SysDate	SysTime-ms	SameValues	U1	U2	U3	
05/17/2019 22:20:59 000	05/17/2019 22:20:59	000	0			
05/17/2019 22:21:00 001	05/17/2019 22:21:00	001	1			
05/17/2019 22:21:01 001	05/17/2019 22:21:01	001	1			
05/17/2019 22:21:02 000	05/17/2019 22:21:02	000	1			
05/17/2019 22:21:03 001	05/17/2019 22:21:03	001	1			
05/17/2019 22:21:04 000	05/17/2019 22:21:04	000	1			
05/17/2019 22:21:05 001	05/17/2019 22:21:05	001	1			
05/17/2019 22:21:06 001	05/17/2019 22:21:06	001	1			
05/17/2019 22:21:07 000	05/17/2019 22:21:07	000	1			
05/17/2019 22:21:08 000	05/17/2019 22:21:08	000	1			
05/17/2019 22:21:09 001	05/17/2019 22:21:09	001	1			
05/17/2019 22:21:10 000	05/17/2019 22:21:10	000	1			
05/17/2019 22:21:11 001	05/17/2019 22:21:11	001	1			
05/17/2019 22:21:12 000	05/17/2019 22:21:12	000	1			
05/17/2019 22:21:13 000	05/17/2019 22:21:13	000	1			
05/17/2019 22:21:14 001	05/17/2019 22:21:14	001	1			
05/17/2019 22:21:15 000	05/17/2019 22:21:15	000	1			
05/17/2019 22:21:16 001	05/17/2019 22:21:16	001	1			
05/17/2019 22:21:17 001	05/17/2019 22:21:17	001	1			
05/17/2019 22:21:18 001	05/17/2019 22:21:18	001	1			
05/17/2019 22:21:19 000	05/17/2019 22:21:19	000	1			
05/17/2019 22:21:20 000	05/17/2019 22:21:20	000	1			
05/17/2019 22:21:21 001	05/17/2019 22:21:21	001	1			
05/17/2019 22:21:22 000	05/17/2019 22:21:22	000	1			
05/17/2019 22:21:23 000	05/17/2019 22:21:23	000	1			
05/17/2019 22:21:24 001	05/17/2019 22:21:24	001	1			
05/17/2019 22:21:25 001	05/17/2019 22:21:25	001	1			
05/17/2019 22:21:26 001	05/17/2019 22:21:26	001	1			
05/17/2019 22:21:27 000	05/17/2019 22:21:27	000	1			
05/17/2019 22:21:28 000	05/17/2019 22:21:28	000	1			
05/17/2019 22:21:29 001	05/17/2019 22:21:29	001	1			
05/17/2019 22:21:30 000	05/17/2019 22:21:30	000	1			
05/17/2019 22:21:31 001	05/17/2019 22:21:31	001	1			
05/17/2019 22:21:32 001	05/17/2019 22:21:32	001	1			
05/17/2019 22:21:33 000	05/17/2019 22:21:33	000	1			
05/17/2019 22:21:34 001	05/17/2019 22:21:34	001	1			
05/17/2019 22:21:35 000	05/17/2019 22:21:35	000	1			
05/17/2019 22:21:36 001	05/17/2019 22:21:36	001	1			
05/17/2019 22:21:37 001	05/17/2019 22:21:37	001	1			
05/17/2019 22:21:38 000	05/17/2019 22:21:38	000	1			
05/17/2019 22:21:39 001	05/17/2019 22:21:39	001	1			
05/17/2019 22:21:40 000	05/17/2019 22:21:40	000	1			
05/17/2019 22:21:41 000	05/17/2019 22:21:41	000	1			
05/17/2019 22:21:42 000	05/17/2019 22:21:42	000	1			
05/17/2019 22:21:43 001	05/17/2019 22:21:43	001	1			
05/17/2019 22:21:44 000	05/17/2019 22:21:44	000	1			
05/17/2019 22:21:45 001	05/17/2019 22:21:45	001	1			
05/17/2019 22:21:46 001	05/17/2019 22:21:46	001	1			
05/17/2019 22:21:47 000	05/17/2019 22:21:47	000	1			
05/17/2019 22:21:48 001	05/17/2019 22:21:48	001	1			
05/17/2019 22:21:49 001	05/17/2019 22:21:49	001	1			
05/17/2019 22:21:50 000	05/17/2019 22:21:50	000	1			
05/17/2019 22:21:51 001	05/17/2019 22:21:51	001	1			
05/17/2019 22:21:52 000	05/17/2019 22:21:52	000	1			
05/17/2019 22:21:53 000	05/17/2019 22:21:53	000	1			
05/17/2019 22:21:54 001	05/17/2019 22:21:54	001	1			
05/17/2019 22:21:55 000	05/17/2019 22:21:55	000	1			
05/17/2019 22:21:56 001	05/17/2019 22:21:56	001	1			
05/17/2019 22:21:57 001	05/17/2019 22:21:57	001	1			
05/17/2019 22:21:58 000	05/17/2019 22:21:58	000	1			
05/17/2019 22:21:59 000	05/17/2019 22:21:59	000	1			
05/17/2019 22:22:00 001	05/17/2019 22:22:00	001	1			
05/17/2019 22:22:01 000	05/17/2019 22:22:01	000	1			
05/17/2019 22:22:02 000	05/17/2019 22:22:02	000	1			
05/17/2019 22:22:03 004	05/17/2019 22:22:03	004	1			
05/17/2019 22:22:04 001	05/17/2019 22:22:04	001	1			
05/17/2019 22:22:05 000	05/17/2019 22:22:05	000	1			
05/17/2019 22:22:06 001	05/17/2019 22:22:06	001	1			
05/17/2019 22:22:07 001	05/17/2019 22:22:07	001	1			
05/17/2019 22:22:08 000	05/17/2019 22:22:08	000	1			
05/17/2019 22:22:09 001	05/17/2019 22:22:09	001	1			
05/17/2019 22:22:10 001	05/17/2019 22:22:10	001	1			
05/17/2019 22:22:11 000	05/17/2019 22:22:11	000	1			
05/17/2019 22:22:12 000	05/17/2019 22:22:12	000	1			
05/17/2019 22:22:13 001	05/17/2019 22:22:13	001	1			
05/17/2019 22:22:14 001	05/17/2019 22:22:14	001	1			
05/17/2019 22:22:15 001	05/17/2019 22:22:15	001	1			
05/17/2019 22:22:16 000	05/17/2019 22:22:16	000	1			
05/17/2019 22:22:17 001	05/17/2019 22:22:17	001	1			
05/17/2019 22:22:18 000	05/17/2019 22:22:18	000	1			
05/17/2019 22:22:19 001	05/17/2019 22:22:19	001	1			
05/17/2019 22:22:20 000	05/17/2019 22:22:20	000	1			
05/17/2019 22:22:21 001	05/17/2019 22:22:21	001	1			
05/17/2019 22:22:22 000	05/17/2019 22:22:22	000	1			
05/17/2019 22:22:23 000	05/17/2019 22:22:23	000	1			
05/17/2019 22:22:24 000	05/17/2019 22:22:24	000	1			
05/17/2019 22:22:25 001	05/17/2019 22:22:25	001	1			
05/17/2019 22:22:26 000	05/17/2019 22:22:26	000	1			
05/17/2019 22:22:27 001	05/17/2019 22:22:27	001	1			
05/17/2019 22:22:28 001	05/17/2019 22:22:28	001	1			
05/17/2019 22:22:29 000	05/17/2019 22:22:29	000	1			
05/17/2019 22:22:30 001	05/17/2019 22:22:30	001	1			
05/17/2019 22:22:31 000	05/17/2019 22:22:31	000	1			
05/17/2019 22:22:32 001	05/17/2019 22:22:32	001	1			
05/17/2019 22:22:33 001	05/17/2019 22:22:33	001	1			
05/17/2019 22:22:34 001	05/17/2019 22:22:34	001	1			
05/17/2019 22:22:35 000	05/17/2019 22:22:35	000	1			
05/17/2019 22:22:36 001	05/17/2019 22:22:36	001	1			
05/17/2019 22:22:37 000	05/17/2019 22:22:37	000	1			
05/17/2019 22:22:38 000	05/17/2019 22:22:38	000	1			
05/17/2019 22:22:39 001	05/17/2019 22:22:39	001	1			
05/17/2019 22:22:40 001	05/17/2019 22:22:40	001	1			
05/17/2019 22:22:41 000	05/17/2019 22:22:41	000	1			
05/17/2019 22:22:42 001	05/17/2019 22:22:42	001	1			
05/17/2019 22:22:43 000	05/17/2019 22:22:43	000	1			
05/17/2019 22:22:44 001	05/17/2019 22:22:44	001	1			
05/17/2019 22:22:45 001	05/17/2019 22:22:45	001	1			
05/17/2019 22:22:46 001	05/17/2019 22:22:46	001	1			
05/17/2019 22:22:47 000	05/17/2019 22:22:47	000	1			
05/17/2019 22:22:48 001	05/17/2019 22:22:48	001	1			
05/17/2019 22:22:49 001	05/17/2019 22:22:49	001	1			
05/17/2019 22:22:50 000	05/17/2019 22:22:50	000	1			
05/17/2019 22:22:51 000	05/17/2019 22:22:51	000	1			
05/17/2019 22:22:52 001	05/17/2019 22:22:52	001	1			
05/17/2019 22:22:53 000	05/17/2019 22:22:53	000	1			
05/17/2019 22:22:54 001	05/17/2019 22:22:54	001	1			
05/17/2019 22:22:55 000	05/17/2019 22:22:55	000	1			
05/17/2019 22:22:56 001	05/17/2019 22:22:56	001	1			
05/17/2019 22:22:57 001	05/17/2019 22:22:57	001	1			
05/17/2019 22:22:58 000	05/17/2019 22:22:58	000	1			
05/17/2019 22:22:59 001	05/17/2019 22:22:59	001	1			
05/17/2019 22:23:00 000	05/17/2019 22:23:00	000	1			
05/17/2019 22:23:01 001	05/17/2019 22:23:01	001	1			
05/17/2019 22:23:02 001	05/17/2019 22:23:02	001	1			
05/17/2019 22:23:03 000	05/17/2019 22:23:03	000	1			
05/17/2019 22:23:04 001	05/17/2019 22:23:04	001	1			
05/17/2019 22:23:05 000	05/17/2019 22:23:05	000	1			
05/17/2019 22:23:06 001	05/17/2019 22:23:06	001	1			
05/17/2019 22:23:07 000	05/17/2019 22:23:07	000	1			
05/17/2019 22:23:08 001	05/17/2019 22:23:08	001	1			
05/17/2019 22:23:09 001	05/17/2019 22:23:09	001	1			
05/17/2019 22:23:10 000	05/17/2019 22:23:10	000	1			
05/17/2019 22:23:11 000	05/17/2019 22:23:11	000	1			
05/17/2019 22:23:12 001	05/17/2019 22:23:12	001	1			
05/17/2019 22:23:13 000	05/17/2019 22:23:13	000	1			
05/17/2019 22:23:14 004	05/17/2019 22:23:14	004	1			
05/17/2019 22:23:15 000	05/17/2019 22:23:15	000	1			
05/17/2019 22:23:16 001	05/17/2019 22:23:16	001	1			
05/17/2019 22:23:17 001	05/17/2019 22:23:17	001	1			
05/17/2019 22:23:18 001	05/17/2019 22:23:18	001	1			
05/17/2019 22:23:19 000	05/17/2019 22:23:19	000	1			
05/17/2019 22:23:20 001	05/17/2019 22:23:20	001	1			
05/17/2019 22:23:21 000	05/17/2019 22:23:21	000	1			
05/17/2019 22:23:22 001	05/17/2019 22:23:22	001	1			
05/17/2019 22:23:23 000	05/17/2019 22:23:23	000	1			
05/17/2019 22:23:24 000	05/17/2019 22:23:24	000	1			
05/17/2019 22:23:25 001	05/17/2019 22:23:25	001	1			
05/17/2019 22:23:26 000	05/17/2019 22:23:26	000	1			
05/17/2019 22:23:27 001	05/17/2019 22:23:27	001	1			
05/17/2019 22:23:28 000	05/17/2019 22:23:28	000	1			
05/17/2019 22:23:29 001	05/17/2019 22:23:29	001	1			
05/17/2019 22:23:30 000	05/17/2019 22:23:30	000	1			
05/17/2019 22:23:31 001	05/17/2019 22:23:31	001	1			
05/17/2019 22:23:32 001	05/17/2019 22:23:32	001	1			
05/17/2019 22:23:33 001	05/17/2019 22:23:33	001	1			
05/17/2019 22:23:34 001	05/17/2019 22:23:34	001	1			
05/17/2019 22:23:35 000	05/17/2019 22:23:35	000	1			
05/17/2019 22:23:36 001	05/17/2019 22:23:36	001	1			
05/17/2019 22:23:37 000	05/17/2019 22:23:37	000	1			
05/17/2019 22:23:38 000	05/17/2019 22:23:38	000	1			
05/17/2019 22:23:39 001	05/17/2019 22:23:39	001	1			
05/17/2019 22:23:40 000	05/17/2019 22:23:40	000	1			
05/17/2019 22:23:41 001	05/17/2019 22:23:41	001	1			
05/17/2019 22:23:42 001	05/17/2019 22:23:42	001	1			
05/17/2019 22:23:43 000	05/17/2019 22:23:43	000	1			
05/17/2019 22:23:44 001	05/17/2019 22:23:44	001	1			
05/17/2019 22:23:45 001	05/17/2019 22:23:45	001	1			
05/17/2019 22:23:46 000	05/17/2019 22:23:46	000	1			
05/17/2019 22:23:47 001	05/17/2019 22:23:47	001	1			
05/17/2019 22:23:48 001	05/17/2019 22:23:48	001	1			
05/17/2019 22:23:49 000	05/17/2019 22:23:49	000	1			
05/17/2019 22:23:50 000	05/17/2019 22:23:50	000	1			
05/17/2019 22:23:51 000	05/17/2019 22:23:51	000	1			
05/17/2019 22:23:52 001	05/17/2019 22:23:52	001	1			
05/17/2019 22:23:53 000	05/17/2019 22:23:53	000	1			
05/17/2019 22:23:54 000	05/17/2019 22:23:54	000	1			
05/17/2019 22:23:55 001	05/17/2019 22:23:55	001	1			
05/17/2019 22:23:56 000	05/17/2019 22:23:56	000	1			
05/17/2019 22:23:57 001	05/17/2019 22:23:57	001	1			
05/17/2019 22:23:58 001	05/17/2019 22:23:58	001	1			
05/17/2019 22:23:59 000	05/17/2019 22:23:59	000	1			
05/17/2019 22:24:00 001	05/17/2019 22:24:00	001	1			
05/17/2019 22:24:01 000	05/17/2019 22:24:01	000	1			
05/17/2019 22:24:02 001	05/17/2019 22:24:02	001	1			
05/17/2019 22:24:03 001	05/17/2019 22:24:03	001	1			
05/17/2019 22:24:04 000	05/17/2019 22:24:04	000	1			
05/17/2019 22:24:05 000	05/17/2019 22:24:05	000	1			
05/17/2019 22:24:06 001	05/17/2019 22:24:06	001	1			
05/17/2019 22:24:07 001	05/17/2019 22:24:07	001	1			
05/17/2019 22:24:08 000	05/17/2019 22:24:08	000	1			
05/17/2019 22:24:09 000	05/17/2019 22:24:09	000	1			
05/17/2019 22:24:10 001	05/17/2019 22:24:10	001	1			
05/17/2019 22:24:11 001	05/17/2019 22:24:11	001	1			
05/17/2019 22:24:12 001	05/17/2019 22:24:12	001	1			
05/17/2019 22:24:13 000	05/17/2019 22:24:13	000	1			
05/17/2019 22:24:14 001	05/17/2019 22:24:14	001	1			
05/17/2019 22:24:15 001	05/17/2019 22:24:15	001	1			
05/17/2019 22:24:16 000	05/17/2019 22:24:16	000	1			
05/17/2019 22:24:17 000	05/17/2019 22:24:17	000	1			
05/17/2019 22:24:18 000	05/17/2019 22:24:18	000	1			
