SysDate-ms	SysDate	SysTime-ms	SameValues	Q	SMM_Time	SysMemoryLoad	P	K3	Rm	K2	Q1	P1	I2	I1	Q3	U2	Ap	P3	Q2	U1	f	P2	SysCpuLoad	SMX_SysDateTime	I3	Am	K1	Rp	U3	
03/13/2018 21:11:00 006	03/13/2018 21:11:00	006	0			51.918898153521894																	79.19742078853204	03/13/2018 21:10:59						
03/13/2018 21:11:01 005	03/13/2018 21:11:01	005	0			51.90165699272547																	82.01345232565512	03/13/2018 21:11:01						
03/13/2018 21:11:02 000	03/13/2018 21:11:02	000	0			51.94811964935162																	81.11469852272172	03/13/2018 21:11:01						
03/13/2018 21:11:03 000	03/13/2018 21:11:03	000	0			51.965360810148034																	79.80214563235147	03/13/2018 21:11:03						
03/13/2018 21:11:04 001	03/13/2018 21:11:04	001	0			51.989393218747765																	79.80214563235147	03/13/2018 21:11:04						
03/13/2018 21:11:05 000	03/13/2018 21:11:05	000	0			51.93355672712551																	81.65408856063192	03/13/2018 21:11:05						
03/13/2018 21:11:06 000	03/13/2018 21:11:06	000	0			51.88487017597223																	79.56204591191629	03/13/2018 21:11:05						
03/13/2018 21:11:07 000	03/13/2018 21:11:07	000	0			52.0033822327088																	77.20740879296531	03/13/2018 21:11:07						
03/13/2018 21:11:08 001	03/13/2018 21:11:08	001	0			52.02024078799518																	82.40832264927221	03/13/2018 21:11:08						
03/13/2018 21:11:09 002	03/13/2018 21:11:09	002	0			52.02024078799518																	82.40832264927221	03/13/2018 21:11:09						
03/13/2018 21:11:10 001	03/13/2018 21:11:10	001	0			51.95213700720709																	82.18347409940277	03/13/2018 21:11:10						
03/13/2018 21:11:11 000	03/13/2018 21:11:11	000	0			51.9831997920539																	84.62358785085124	03/13/2018 21:11:10						
03/13/2018 21:11:12 000	03/13/2018 21:11:12	000	0			52.04128409104768																	79.42152586983227	03/13/2018 21:11:12						
03/13/2018 21:11:13 000	03/13/2018 21:11:13	000	0			52.04444058650555																	81.5239906288831	03/13/2018 21:11:13						
03/13/2018 21:11:14 000	03/13/2018 21:11:14	000	0			51.94015667217379																	81.88708037284336	03/13/2018 21:11:14						
03/13/2018 21:11:15 005	03/13/2018 21:11:15	005	0			51.98965626003592																	82.03543035535631	03/13/2018 21:11:15						
03/13/2018 21:11:16 006	03/13/2018 21:11:16	006	0			52.01399953561256																	86.14042150664967	03/13/2018 21:11:16						
03/13/2018 21:11:17 003	03/13/2018 21:11:17	003	0			51.879705001586615																	85.20832296606827	03/13/2018 21:11:17						
03/13/2018 21:11:18 000	03/13/2018 21:11:18	000	0			51.87781588688077																	78.03294019276721	03/13/2018 21:11:17						
03/13/2018 21:11:19 001	03/13/2018 21:11:19	001	0			51.99893444365453																	83.04283986793781	03/13/2018 21:11:18						
03/13/2018 21:11:20 002	03/13/2018 21:11:20	002	0			51.8349401569113																	81.7933361538483	03/13/2018 21:11:20						
03/13/2018 21:11:21 006	03/13/2018 21:11:21	006	0			51.843118349688524																	82.57360682349095	03/13/2018 21:11:21						
03/13/2018 21:11:22 000	03/13/2018 21:11:22	000	0			51.86117254719379																	83.76843287077736	03/13/2018 21:11:21						
03/13/2018 21:11:23 000	03/13/2018 21:11:23	000	0			51.94068275475011																	80.89822768407633	03/13/2018 21:11:22						
03/13/2018 21:11:24 000	03/13/2018 21:11:24	000	0			51.90469392396146																	78.24937865841832	03/13/2018 21:11:24						
03/13/2018 21:11:25 001	03/13/2018 21:11:25	001	0			51.86449643256231																	84.5010314780865	03/13/2018 21:11:25						
