SysDate-ms	SysDate	SysTime-ms	SameValues	Q	SMM_Time	SysMemoryLoad	P	K3	Rm	K2	Q1	P1	I2	I1	Q3	U2	Ap	P3	Q2	U1	f	P2	SysCpuLoad	SMX_SysDateTime	I3	Am	K1	Rp	U3	
03/03/2018 21:27:39 000	03/03/2018 21:27:39	000	0																					03/03/2018 21:27:38						
03/03/2018 21:27:40 000	03/03/2018 21:27:40	000	0			77.54586304205337																	0.0	03/03/2018 21:27:40						
03/03/2018 21:27:41 000	03/03/2018 21:27:41	000	0			77.42158798982175																	49.996012655019925	03/03/2018 21:27:40						
03/03/2018 21:27:42 001	03/03/2018 21:27:42	001	0			77.14764244462921																	25.277864297224518	03/03/2018 21:27:42						
03/03/2018 21:27:43 000	03/03/2018 21:27:43	000	0			77.14764244462921																	25.277864297224518	03/03/2018 21:27:43						
03/03/2018 21:27:44 000	03/03/2018 21:27:44	000	0			77.18152694511261																	17.737895000536806	03/03/2018 21:27:44						
03/03/2018 21:27:45 000	03/03/2018 21:27:45	000	0			77.20685064730874																	17.560735315151497	03/03/2018 21:27:45						
03/03/2018 21:27:46 000	03/03/2018 21:27:46	000	0			77.17184224313958																	16.41828576684957	03/03/2018 21:27:46						
03/03/2018 21:27:47 000	03/03/2018 21:27:47	000	0			77.18145520657947																	18.701993527177795	03/03/2018 21:27:47						
03/03/2018 21:27:48 001	03/03/2018 21:27:48	001	0			77.16313796778604																	23.706533532364194	03/03/2018 21:27:48						
03/03/2018 21:27:49 000	03/03/2018 21:27:49	000	1			77.16313796778604																	23.706533532364194	03/03/2018 21:27:48						
03/03/2018 21:27:50 000	03/03/2018 21:27:50	000	0			77.19348336730152																	19.315343724866995	03/03/2018 21:27:50						
03/03/2018 21:27:51 001	03/03/2018 21:27:51	001	0			77.2991542266072																	18.153044468215406	03/03/2018 21:27:51						
SysDate-ms	SysDate	SysTime-ms	SameValues	Q	SMM_Time	SysMemoryLoad	P	K3	Rm	K2	Q1	P1	I2	I1	Q3	U2	Ap	P3	Q2	U1	f	P2	SysCpuLoad	SMX_SysDateTime	I3	Am	K1	Rp	U3	
03/03/2018 21:29:04 001	03/03/2018 21:29:04	001	0			77.36221239723156																	0.0	03/03/2018 21:29:04						
03/03/2018 21:29:05 001	03/03/2018 21:29:05	001	0			77.36221239723156																	0.0	03/03/2018 21:29:05						
03/03/2018 21:29:06 000	03/03/2018 21:29:06	000	0			77.39057303066369																	18.156755650190103	03/03/2018 21:29:06						
03/03/2018 21:29:07 000	03/03/2018 21:29:07	000	0			77.37218405333712																	22.233691377048558	03/03/2018 21:29:07						
03/03/2018 21:29:08 001	03/03/2018 21:29:08	001	0			77.44184216900976																	22.233691377048558	03/03/2018 21:29:08						
03/03/2018 21:29:09 000	03/03/2018 21:29:09	000	0			77.50973073419846																	19.855639243192158	03/03/2018 21:29:08						
03/03/2018 21:29:10 000	03/03/2018 21:29:10	000	0			77.54421305579129																	21.54353617372501	03/03/2018 21:29:10						
03/03/2018 21:29:11 001	03/03/2018 21:29:11	001	0			77.51130898192739																	15.63414499807223	03/03/2018 21:29:11						
03/03/2018 21:29:12 001	03/03/2018 21:29:12	001	0			77.50387208732587																	18.350050914615824	03/03/2018 21:29:12						
03/03/2018 21:29:13 000	03/03/2018 21:29:13	000	0			77.58711269860514																	18.174101170087464	03/03/2018 21:29:13						
03/03/2018 21:29:14 000	03/03/2018 21:29:14	000	0			77.57651930854576																	19.89077159753416	03/03/2018 21:29:14						
03/03/2018 21:29:15 000	03/03/2018 21:29:15	000	0			77.61506681368283																	20.914623949504694	03/03/2018 21:29:15						
03/03/2018 21:29:16 000	03/03/2018 21:29:16	000	0			78.75023344914324																	43.20448098788543	03/03/2018 21:29:16						
03/03/2018 21:29:17 001	03/03/2018 21:29:17	001	0			78.75023344914324																	20.477451353758404	03/03/2018 21:29:17						
03/03/2018 21:29:18 000	03/03/2018 21:29:18	000	0			78.67306670033595																	20.477451353758404	03/03/2018 21:29:18						
03/03/2018 21:29:19 000	03/03/2018 21:29:19	000	0			78.70047081999296																	17.043097778339657	03/03/2018 21:29:19						
03/03/2018 21:29:20 001	03/03/2018 21:29:20	001	0			78.69451652174287																	16.15408314709089	03/03/2018 21:29:20						
03/03/2018 21:29:21 001	03/03/2018 21:29:21	001	0			78.67239714069338																	15.784605751545177	03/03/2018 21:29:21						
03/03/2018 21:29:22 000	03/03/2018 21:29:22	000	0			78.45254244948352																	21.090838251931498	03/03/2018 21:29:21						
03/03/2018 21:29:23 000	03/03/2018 21:29:23	000	0			78.30720018135501																	18.786399935548893	03/03/2018 21:29:23						
03/03/2018 21:29:24 000	03/03/2018 21:29:24	000	0			78.31391969062518																	12.420144687926449	03/03/2018 21:29:24						
03/03/2018 21:29:25 000	03/03/2018 21:29:25	000	0			78.33125650279912																	17.277953784588874	03/03/2018 21:29:25						
03/03/2018 21:29:26 001	03/03/2018 21:29:26	001	0			78.33125650279912																	17.277953784588874	03/03/2018 21:29:26						
03/03/2018 21:29:27 000	03/03/2018 21:29:27	000	0			78.27544392402125																	15.448125706988925	03/03/2018 21:29:26						
03/03/2018 21:29:28 000	03/03/2018 21:29:28	000	0			78.30959146579279																	13.897788843989789	03/03/2018 21:29:28						
03/03/2018 21:29:29 000	03/03/2018 21:29:29	000	0			78.29596114449743																	12.720061756556234	03/03/2018 21:29:29						
03/03/2018 21:29:30 001	03/03/2018 21:29:30	001	0			78.38063652643936																	18.038404969751156	03/03/2018 21:29:30						
03/03/2018 21:29:31 000	03/03/2018 21:29:31	000	1			78.38063652643936																	18.038404969751156	03/03/2018 21:29:30						
03/03/2018 21:29:32 000	03/03/2018 21:29:32	000	0			78.31841530536822																	12.543348053286529	03/03/2018 21:29:32						
03/03/2018 21:29:33 000	03/03/2018 21:29:33	000	0			78.26121578161643																	22.67977854338925	03/03/2018 21:29:33						
03/03/2018 21:29:34 000	03/03/2018 21:29:34	000	0			78.26121578161643																	22.67977854338925	03/03/2018 21:29:34						
03/03/2018 21:29:35 000	03/03/2018 21:29:35	000	0			78.28376559386473																	23.942801438271523	03/03/2018 21:29:35						
03/03/2018 21:29:36 000	03/03/2018 21:29:36	000	0			78.20349017528832																	19.06571531952822	03/03/2018 21:29:36						
03/03/2018 21:29:37 001	03/03/2018 21:29:37	001	0			78.21652267547424																	13.67735285582894	03/03/2018 21:29:37						
03/03/2018 21:29:38 000	03/03/2018 21:29:38	000	0			78.23943118038821																	18.224310701624603	03/03/2018 21:29:38						
03/03/2018 21:29:39 000	03/03/2018 21:29:39	000	0			78.25093325853396																	15.201842947138822	03/03/2018 21:29:39						
03/03/2018 21:29:40 001	03/03/2018 21:29:40	001	0			78.23328557938311																	19.388136383934096	03/03/2018 21:29:40						
03/03/2018 21:29:41 000	03/03/2018 21:29:41	000	0			78.30772626393133																	21.1627902089231	03/03/2018 21:29:40						
03/03/2018 21:29:42 000	03/03/2018 21:29:42	000	0			78.26638095600204																	18.995960778999056	03/03/2018 21:29:42						
03/03/2018 21:29:43 000	03/03/2018 21:29:43	000	0			78.29151335544316																	18.448608580951063	03/03/2018 21:29:43						
03/03/2018 21:29:44 000	03/03/2018 21:29:44	000	0			78.26250707521282																	18.130537051859097	03/03/2018 21:29:44						
03/03/2018 21:29:45 001	03/03/2018 21:29:45	001	0			78.40404720108526																	25.903309364030047	03/03/2018 21:29:45						
03/03/2018 21:29:46 000	03/03/2018 21:29:46	000	1			78.40404720108526																	25.903309364030047	03/03/2018 21:29:45						
03/03/2018 21:29:47 000	03/03/2018 21:29:47	000	0			78.4529967935267																	20.500846067044385	03/03/2018 21:29:47						
03/03/2018 21:29:48 000	03/03/2018 21:29:48	000	0			78.4529967935267																	20.500846067044385	03/03/2018 21:29:48						
03/03/2018 21:29:49 001	03/03/2018 21:29:49	001	0			78.44716205949851																	21.160298591958526	03/03/2018 21:29:49						
03/03/2018 21:29:50 000	03/03/2018 21:29:50	000	0			78.36076495276137																	27.242999309579552	03/03/2018 21:29:49						
03/03/2018 21:29:51 001	03/03/2018 21:29:51	001	0			77.93117070351349																	46.2095118748896	03/03/2018 21:29:51						
03/03/2018 21:29:52 000	03/03/2018 21:29:52	000	0			77.96737474990154																	22.519880330486274	03/03/2018 21:29:52						
03/03/2018 21:29:53 000	03/03/2018 21:29:53	000	0			78.06470002651935																	20.37656681405243	03/03/2018 21:29:52						
